,properties.coddistsec,centroid_lng,centroid_lat,dist.lavanderia_0,dist.lavanderia_1,dist.lavanderia_2,dist.lavanderia_3,dist.lavanderia_4,dist.lavanderia_5,dist.lavanderia_6,dist.lavanderia_7,dist.lavanderia_8,dist.lavanderia_9,dist.lavanderia_10,dist.lavanderia_11,dist.lavanderia_12,dist.lavanderia_13,dist.lavanderia_14,dist.lavanderia_15,dist.lavanderia_16,dist.lavanderia_17,dist.lavanderia_18,dist.lavanderia_19,dist.lavanderia_20,dist.lavanderia_21,dist.lavanderia_22,dist.lavanderia_23,dist.lavanderia_24,dist.lavanderia_25,dist.lavanderia_26,dist.lavanderia_27,dist.lavanderia_28,dist.lavanderia_29,dist.lavanderia_30,dist.lavanderia_31,dist.lavanderia_32,dist.lavanderia_33,dist.lavanderia_34,dist.lavanderia_35,dist.lavanderia_36,dist.lavanderia_37,dist.lavanderia_38,dist.lavanderia_39,dist.lavanderia_40,dist.lavanderia_41,dist.lavanderia_42,dist.lavanderia_43,dist.lavanderia_44,dist.lavanderia_45,dist.lavanderia_46,dist.lavanderia_47,dist.lavanderia_48,dist.lavanderia_49,attr.lavanderia_0,attr.lavanderia_1,attr.lavanderia_2,attr.lavanderia_3,attr.lavanderia_4,attr.lavanderia_5,attr.lavanderia_6,attr.lavanderia_7,attr.lavanderia_8,attr.lavanderia_9,attr.lavanderia_10,attr.lavanderia_11,attr.lavanderia_12,attr.lavanderia_13,attr.lavanderia_14,attr.lavanderia_15,attr.lavanderia_16,attr.lavanderia_17,attr.lavanderia_18,attr.lavanderia_19,attr.lavanderia_20,attr.lavanderia_21,attr.lavanderia_22,attr.lavanderia_23,attr.lavanderia_24,attr.lavanderia_25,attr.lavanderia_26,attr.lavanderia_27,attr.lavanderia_28,attr.lavanderia_29,attr.lavanderia_30,attr.lavanderia_31,attr.lavanderia_32,attr.lavanderia_33,attr.lavanderia_34,attr.lavanderia_35,attr.lavanderia_36,attr.lavanderia_37,attr.lavanderia_38,attr.lavanderia_39,attr.lavanderia_40,attr.lavanderia_41,attr.lavanderia_42,attr.lavanderia_43,attr.lavanderia_44,attr.lavanderia_45,attr.lavanderia_46,attr.lavanderia_47,attr.lavanderia_48,attr.lavanderia_49,Huff_Prob
0,1908,-0.31739980724841416,39.35190928463777,15.050524244265205,13.069245556366072,14.24718657926009,13.785517309328341,15.132934779811634,14.375114463478715,11.572100790890891,12.896139644037632,12.500074999848561,12.990616095845079,12.441225362296262,13.625097683980782,16.728866665209996,13.337005480411507,12.032458312624748,11.569918297740179,15.268306105286328,13.187352222060968,12.578888031201217,14.502123587446574,14.238223368573937,14.555990468957377,12.764314919034318,15.77933488310479,13.120097989566574,12.655290279037777,12.537685061025275,12.446107005847152,13.337195058550048,12.643224713085226,14.76799839458368,16.94421639690768,16.413587975513682,14.36653680865741,15.41577216425833,16.377997196804685,12.069064880057407,14.17025846562672,13.147645085996585,12.633217846375606,14.98486845463732,13.339826661495655,13.100313780369278,12.863979105004834,16.17869506561046,16.734263897427073,14.281662696297195,12.723199201953102,14.308693198223803,14.347641180020366,0.4538423401090729,0.5270451165096678,0.6494794248884482,0.5284695473094084,0.40059494298463066,0.6562964799206743,0.576797223599405,0.603092464055528,0.6664069693321057,0.5083370299819951,0.6679297400665769,0.6734940505701537,0.7627439491594177,0.5796665840356966,0.7327714427367378,0.6124607502892084,0.6236985622211205,0.7330193356470005,0.6000758260666685,0.563937302162389,0.5564700049578583,0.5618711540144069,0.6445998486548548,0.7248388696083292,0.5244587671459262,0.6776070071062634,0.7644521566683192,0.6399069448152245,0.5273425880019832,0.6043983284935193,0.6490898788866067,0.6764643388341951,0.6845343987867829,0.6874345838153473,0.6296893075524707,0.6629961119954074,0.7326061807965625,0.6842257478102792,0.6938522558254834,0.6767806974053875,0.5862858014568475,0.5796975706494795,0.68608494463725,0.5703740428579298,0.720046273343249,0.8091224590976698,0.6856717897868121,0.799008428358949,1.0,0.46318790282597916,0.013172354249611804
1,1909,-0.351538497890983,39.33528764542802,16.036054911982248,14.161100578980632,14.840134800016907,14.537978977461274,16.232223043477326,14.862912495568597,12.571501217286976,14.199682742287585,13.118126290436798,14.08653261732369,13.609125775425309,14.338065830122108,17.881691153520663,14.927152852793197,12.863547845447545,12.569696755101868,15.608969357242193,13.934972585648072,13.637257706668207,15.488165662647567,14.972874441387344,15.352386860092823,13.974045904416279,16.519199104858515,14.232928773982058,13.66009879122259,13.434343378340232,13.611379238697259,14.445238614752018,13.269498225816472,15.484159941261888,17.914356011462452,17.402852124438528,15.898694233163777,16.67320692357127,17.328198164600487,12.887647768922951,15.708843342554193,14.55191537102093,13.907991782716179,16.383814150818985,14.942661052441322,14.576621980947007,14.80561932231989,17.513494178142913,17.819025105548693,16.23053915651276,14.323795858146427,16.055459329814447,15.47640595117953,0.4538423401090729,0.5270451165096678,0.6494794248884482,0.5284695473094084,0.40059494298463066,0.6562964799206743,0.576797223599405,0.603092464055528,0.6664069693321057,0.5083370299819951,0.6679297400665769,0.6734940505701537,0.7627439491594177,0.5796665840356966,0.7327714427367378,0.6124607502892084,0.6236985622211205,0.7330193356470005,0.6000758260666685,0.563937302162389,0.5564700049578583,0.5618711540144069,0.6445998486548548,0.7248388696083292,0.5244587671459262,0.6776070071062634,0.7644521566683192,0.6399069448152245,0.5273425880019832,0.6043983284935193,0.6490898788866067,0.6764643388341951,0.6845343987867829,0.6874345838153473,0.6296893075524707,0.6629961119954074,0.7326061807965625,0.6842257478102792,0.6938522558254834,0.6767806974053875,0.5862858014568475,0.5796975706494795,0.68608494463725,0.5703740428579298,0.720046273343249,0.8091224590976698,0.6856717897868121,0.799008428358949,1.0,0.46318790282597916,0.01322427596011236
2,1916,-0.2941456630036795,39.2963687152868,21.533125717766776,19.556881506757318,20.655410090035584,20.228547981531666,21.6239660877028,20.75449179640437,18.04594562759984,19.389177246908787,18.904228298811567,19.478388344769563,18.932299659814667,20.058977635979844,23.2222919236692,19.801604874115952,18.481917258843733,18.043802243408905,21.604938710626403,19.626434320862927,19.062656496575105,20.983597288637192,20.679655561002914,21.010705210633375,19.25719796326388,22.227873678417943,19.609233149720218,19.133795135491464,19.001058600114842,18.937064544046518,19.82639348518403,19.050510967749172,21.207856749074185,23.428681226796076,22.898934059890067,20.836253431499923,21.908418041281383,22.859595710545392,18.516344584717526,20.639730474590273,19.635631168297923,19.126710360125312,21.469434135633072,19.802168390943116,19.58187443540452,19.23603635847243,22.66656802984292,23.226006362208736,20.635305446581228,19.189071630661875,20.732107324897598,20.839214221024445,0.4538423401090729,0.5270451165096678,0.6494794248884482,0.5284695473094084,0.40059494298463066,0.6562964799206743,0.576797223599405,0.603092464055528,0.6664069693321057,0.5083370299819951,0.6679297400665769,0.6734940505701537,0.7627439491594177,0.5796665840356966,0.7327714427367378,0.6124607502892084,0.6236985622211205,0.7330193356470005,0.6000758260666685,0.563937302162389,0.5564700049578583,0.5618711540144069,0.6445998486548548,0.7248388696083292,0.5244587671459262,0.6776070071062634,0.7644521566683192,0.6399069448152245,0.5273425880019832,0.6043983284935193,0.6490898788866067,0.6764643388341951,0.6845343987867829,0.6874345838153473,0.6296893075524707,0.6629961119954074,0.7326061807965625,0.6842257478102792,0.6938522558254834,0.6767806974053875,0.5862858014568475,0.5796975706494795,0.68608494463725,0.5703740428579298,0.720046273343249,0.8091224590976698,0.6856717897868121,0.799008428358949,1.0,0.46318790282597916,0.013612245239489274
3,1030,-0.36739544377304867,39.44537534960911,3.8033363018166555,1.847962513103361,3.3455987456773224,2.6942371606794184,3.928658925238799,3.6463681955524665,0.3885918496239046,1.9925403243629576,1.950538153138239,1.7716090303564611,1.303475676122645,2.6056961838263555,5.56890593372297,3.1551471353715415,1.098878678144468,0.38617348312809563,4.687975260957112,2.1688041833614946,1.3361877100668769,3.253785008490431,3.1345162309367267,3.3762133575927495,1.6837331456835347,4.603917341078805,1.9147282536313874,1.4077297583375796,1.3750646302972442,1.3042086138783384,2.129079602355932,2.0167960606129425,3.652629523996309,5.699651855846619,5.171115482758156,3.8766471644535994,4.361056895707595,5.129833258750602,1.1540273052791836,3.716712390072318,2.4603045807870365,1.688880968803697,4.1606187424326455,3.1976550306060525,2.6171219069666476,4.113106717018757,5.221492537707962,5.529449031965286,5.139987615348121,2.7237804714628187,4.451803067775355,3.1602907275836545,0.4538423401090729,0.5270451165096678,0.6494794248884482,0.5284695473094084,0.40059494298463066,0.6562964799206743,0.576797223599405,0.603092464055528,0.6664069693321057,0.5083370299819951,0.6679297400665769,0.6734940505701537,0.7627439491594177,0.5796665840356966,0.7327714427367378,0.6124607502892084,0.6236985622211205,0.7330193356470005,0.6000758260666685,0.563937302162389,0.5564700049578583,0.5618711540144069,0.6445998486548548,0.7248388696083292,0.5244587671459262,0.6776070071062634,0.7644521566683192,0.6399069448152245,0.5273425880019832,0.6043983284935193,0.6490898788866067,0.6764643388341951,0.6845343987867829,0.6874345838153473,0.6296893075524707,0.6629961119954074,0.7326061807965625,0.6842257478102792,0.6938522558254834,0.6767806974053875,0.5862858014568475,0.5796975706494795,0.68608494463725,0.5703740428579298,0.720046273343249,0.8091224590976698,0.6856717897868121,0.799008428358949,1.0,0.46318790282597916,0.0032846204344427993
4,940,-0.38758558949055955,39.44726615272901,3.377911267379417,2.0972820379936565,2.048049946344724,1.7219776044412338,3.733402190656352,2.1941031131068547,1.409104097416946,2.8183771558457185,0.29878225727196533,2.0671275412248935,2.100833547321343,1.5081248452323364,5.331166135323725,4.201869254232676,0.7324085386623734,1.4109659606025409,3.171673801775284,1.1400563443837017,1.7245930918797605,2.8782052654877663,2.142605763588931,2.5417982587477135,2.389110043380573,3.68460433331195,2.2039264333687534,1.5549335379023275,1.0995357479245846,2.0920690541214575,2.322187645859813,0.44291015784993376,2.6495743534479463,5.158811297721387,4.679156039379813,4.586100183670347,4.430848792685424,4.572586802470727,0.684715108186195,4.480658541959135,3.3427165185376175,2.592325684861863,4.541980757416784,4.2564976836441994,3.6119033244596888,5.518214399018748,5.325183102624706,5.181306492328727,6.294824060041771,3.9651890391333,5.42504910022987,3.144720084966505,0.4538423401090729,0.5270451165096678,0.6494794248884482,0.5284695473094084,0.40059494298463066,0.6562964799206743,0.576797223599405,0.603092464055528,0.6664069693321057,0.5083370299819951,0.6679297400665769,0.6734940505701537,0.7627439491594177,0.5796665840356966,0.7327714427367378,0.6124607502892084,0.6236985622211205,0.7330193356470005,0.6000758260666685,0.563937302162389,0.5564700049578583,0.5618711540144069,0.6445998486548548,0.7248388696083292,0.5244587671459262,0.6776070071062634,0.7644521566683192,0.6399069448152245,0.5273425880019832,0.6043983284935193,0.6490898788866067,0.6764643388341951,0.6845343987867829,0.6874345838153473,0.6296893075524707,0.6629961119954074,0.7326061807965625,0.6842257478102792,0.6938522558254834,0.6767806974053875,0.5862858014568475,0.5796975706494795,0.68608494463725,0.5703740428579298,0.720046273343249,0.8091224590976698,0.6856717897868121,0.799008428358949,1.0,0.46318790282597916,0.00249851898926981
5,938,-0.3866458150860086,39.44231705189593,3.917447683989604,2.4998795275221637,2.5823610367181957,2.2776222386340805,4.254036074881591,2.690915671312801,1.4389882496353716,3.1280195582300974,0.8378297932893587,2.457682802061222,2.3739112584983166,2.0644340097819476,5.866321063569252,4.48726771702595,0.966946369252826,1.4401078423351996,3.626873603495621,1.690523671156516,2.060050183235862,3.407661222224146,2.698767389247678,3.0975355781446012,2.706981351055439,4.238707234869272,2.6049588802982857,1.9274351051586276,1.4996730958200502,2.366812582154752,2.7492838476172246,0.9887623452477877,3.203863402602903,5.712186814887943,5.229456531803962,4.964354142688452,4.925067920687372,5.1254806136129725,0.9443398870266393,4.844753148578792,3.6554318666601024,2.87151966629932,4.987104674311979,4.539176512526453,3.901118721567953,5.691346066648763,5.821759034025551,5.724560795047766,6.566851888294576,4.185604580511765,5.745677758025306,3.6336014998356587,0.4538423401090729,0.5270451165096678,0.6494794248884482,0.5284695473094084,0.40059494298463066,0.6562964799206743,0.576797223599405,0.603092464055528,0.6664069693321057,0.5083370299819951,0.6679297400665769,0.6734940505701537,0.7627439491594177,0.5796665840356966,0.7327714427367378,0.6124607502892084,0.6236985622211205,0.7330193356470005,0.6000758260666685,0.563937302162389,0.5564700049578583,0.5618711540144069,0.6445998486548548,0.7248388696083292,0.5244587671459262,0.6776070071062634,0.7644521566683192,0.6399069448152245,0.5273425880019832,0.6043983284935193,0.6490898788866067,0.6764643388341951,0.6845343987867829,0.6874345838153473,0.6296893075524707,0.6629961119954074,0.7326061807965625,0.6842257478102792,0.6938522558254834,0.6767806974053875,0.5862858014568475,0.5796975706494795,0.68608494463725,0.5703740428579298,0.720046273343249,0.8091224590976698,0.6856717897868121,0.799008428358949,1.0,0.46318790282597916,0.005140113818141945
6,935,-0.39097061997244137,39.44705472611748,3.4480023747021122,2.3125787038461714,1.9578168201841084,1.7445769144642065,3.835381002400768,2.0472686334898036,1.7000459609337317,3.0672368241631993,0.30436953647322307,2.2889744754095127,2.3650680524274716,1.5129465153596462,5.404001720631692,4.453491505776651,1.020930132312942,1.7018863259686454,2.98595012377853,1.2081302766739874,1.9738159471720267,2.9709145643556254,2.134879606914806,2.554765016310608,2.6378942711630886,3.649071695840088,2.418883290901326,1.7923572368787142,1.3351744286698466,2.3559409092924013,2.520872903215757,0.4369652416722919,2.619047765298907,5.17987030975905,4.714699601759329,4.800018526134948,4.562805081568998,4.597363072627462,0.9717139289969023,4.701617356729606,3.588086701917351,2.8517311841485142,4.716148369036926,4.50882719471875,3.8640111004261493,5.79459227034437,5.4521788861938925,5.236795340798619,6.547065935559504,4.23444432182446,5.662060317614975,3.2879757267423635,0.4538423401090729,0.5270451165096678,0.6494794248884482,0.5284695473094084,0.40059494298463066,0.6562964799206743,0.576797223599405,0.603092464055528,0.6664069693321057,0.5083370299819951,0.6679297400665769,0.6734940505701537,0.7627439491594177,0.5796665840356966,0.7327714427367378,0.6124607502892084,0.6236985622211205,0.7330193356470005,0.6000758260666685,0.563937302162389,0.5564700049578583,0.5618711540144069,0.6445998486548548,0.7248388696083292,0.5244587671459262,0.6776070071062634,0.7644521566683192,0.6399069448152245,0.5273425880019832,0.6043983284935193,0.6490898788866067,0.6764643388341951,0.6845343987867829,0.6874345838153473,0.6296893075524707,0.6629961119954074,0.7326061807965625,0.6842257478102792,0.6938522558254834,0.6767806974053875,0.5862858014568475,0.5796975706494795,0.68608494463725,0.5703740428579298,0.720046273343249,0.8091224590976698,0.6856717897868121,0.799008428358949,1.0,0.46318790282597916,0.002623408101179031
7,931,-0.3883851151319217,39.4457300777949,3.5560876872754292,2.272723695268587,2.1745146007965404,1.888022242109271,3.9157701321479927,2.291473138872286,1.4879409596326962,2.9784656100964675,0.4325621407553923,2.2405994120375152,2.251007194828241,1.6684813499351092,5.510329015518484,4.358950525366018,0.8548755296630131,1.4896103972981547,3.2447662551130483,1.314534494852079,1.8866876414037863,3.0593195753847464,2.3009217375150186,2.7068057030479054,2.5498955623329285,3.8355094596547863,2.3793153933804936,1.7236346841507983,1.270964294582624,2.242584079697818,2.5013717928381136,0.5842608904668098,2.8012145415309466,5.32756166083089,4.851185690910553,4.7601491271697665,4.614940127027529,4.742060594379206,0.8128641794018592,4.652446905095348,3.5042764651501344,2.745492307715469,4.724090028080106,4.413075096419445,3.76909705048761,5.651344686482608,5.5091981719058,5.3575457121660115,6.450586894274025,4.107823818041593,5.5898308329321615,3.3288467950114913,0.4538423401090729,0.5270451165096678,0.6494794248884482,0.5284695473094084,0.40059494298463066,0.6562964799206743,0.576797223599405,0.603092464055528,0.6664069693321057,0.5083370299819951,0.6679297400665769,0.6734940505701537,0.7627439491594177,0.5796665840356966,0.7327714427367378,0.6124607502892084,0.6236985622211205,0.7330193356470005,0.6000758260666685,0.563937302162389,0.5564700049578583,0.5618711540144069,0.6445998486548548,0.7248388696083292,0.5244587671459262,0.6776070071062634,0.7644521566683192,0.6399069448152245,0.5273425880019832,0.6043983284935193,0.6490898788866067,0.6764643388341951,0.6845343987867829,0.6874345838153473,0.6296893075524707,0.6629961119954074,0.7326061807965625,0.6842257478102792,0.6938522558254834,0.6767806974053875,0.5862858014568475,0.5796975706494795,0.68608494463725,0.5703740428579298,0.720046273343249,0.8091224590976698,0.6856717897868121,0.799008428358949,1.0,0.46318790282597916,0.0035078336961183315
8,936,-0.3921588859587553,39.44590712554056,3.5943831166510467,2.4749354611841423,2.050783712868357,1.8822409745221547,3.988628627914786,2.108692318181768,1.8084732504768226,3.2240860403109237,0.46489850596243776,2.450659134629313,2.5160941034946265,1.6467409998121982,5.549723825911124,4.60977937360185,1.1516101361977267,1.8101979332846847,3.016696759086658,1.360132418718765,2.1300903147002876,3.1229935177881254,2.26098383267174,2.686349107777552,2.7946283375734295,3.7603898409180445,2.58130140283693,1.9513208784539675,1.493968531626396,2.507129930831783,2.6841957177029028,0.5891315486464227,2.734881877998369,5.310426350903085,4.8502557479842485,4.962823586473556,4.721047687681775,4.729596969198708,1.1049189076862425,4.863819325138095,3.745988303167858,3.0049844632301683,4.8789346882999585,4.664900562013268,4.020063051731328,5.938664735965163,5.609402417854901,5.377920488185459,6.703335095238558,4.383243298171806,5.8220503243020305,3.448214673699147,0.4538423401090729,0.5270451165096678,0.6494794248884482,0.5284695473094084,0.40059494298463066,0.6562964799206743,0.576797223599405,0.603092464055528,0.6664069693321057,0.5083370299819951,0.6679297400665769,0.6734940505701537,0.7627439491594177,0.5796665840356966,0.7327714427367378,0.6124607502892084,0.6236985622211205,0.7330193356470005,0.6000758260666685,0.563937302162389,0.5564700049578583,0.5618711540144069,0.6445998486548548,0.7248388696083292,0.5244587671459262,0.6776070071062634,0.7644521566683192,0.6399069448152245,0.5273425880019832,0.6043983284935193,0.6490898788866067,0.6764643388341951,0.6845343987867829,0.6874345838153473,0.6296893075524707,0.6629961119954074,0.7326061807965625,0.6842257478102792,0.6938522558254834,0.6767806974053875,0.5862858014568475,0.5796975706494795,0.68608494463725,0.5703740428579298,0.720046273343249,0.8091224590976698,0.6856717897868121,0.799008428358949,1.0,0.46318790282597916,0.003934373667993727
9,937,-0.39101308988367883,39.445639802122386,3.6029869793722114,2.4280705932609856,2.106468338144419,1.9017583189122538,3.986518498292247,2.1813829041322594,1.713370168317953,3.162210572964015,0.4527860248215746,2.4010144761798538,2.446357196710256,1.6703594058910856,5.559092028239779,4.5464406853046935,1.0676832977113564,1.715056335879389,3.1022590548326443,1.3611772182306239,2.068097323992626,3.123052582150715,2.2920158813921736,2.712183603817557,2.7328089065186574,3.8038746622279964,2.5346483853381834,1.8946940638014387,1.4378490294981838,2.437595354721391,2.6443075348134744,0.5917209368540405,2.774720211992515,5.337288338517212,4.8719355717266515,4.917385795940428,4.70853559879832,4.754769586567391,1.0227330427838164,4.815223708821138,3.68583028733933,2.9377169848562845,4.850160287030616,4.601191722882059,3.956501846412443,5.860716660810257,5.59919081164512,5.393206277731163,6.639607532258048,4.310112704358189,5.766026652763242,3.4305012501145007,0.4538423401090729,0.5270451165096678,0.6494794248884482,0.5284695473094084,0.40059494298463066,0.6562964799206743,0.576797223599405,0.603092464055528,0.6664069693321057,0.5083370299819951,0.6679297400665769,0.6734940505701537,0.7627439491594177,0.5796665840356966,0.7327714427367378,0.6124607502892084,0.6236985622211205,0.7330193356470005,0.6000758260666685,0.563937302162389,0.5564700049578583,0.5618711540144069,0.6445998486548548,0.7248388696083292,0.5244587671459262,0.6776070071062634,0.7644521566683192,0.6399069448152245,0.5273425880019832,0.6043983284935193,0.6490898788866067,0.6764643388341951,0.6845343987867829,0.6874345838153473,0.6296893075524707,0.6629961119954074,0.7326061807965625,0.6842257478102792,0.6938522558254834,0.6767806974053875,0.5862858014568475,0.5796975706494795,0.68608494463725,0.5703740428579298,0.720046273343249,0.8091224590976698,0.6856717897868121,0.799008428358949,1.0,0.46318790282597916,0.003809064902838356
