CODIGO;VIVIENDA TURISTICA;PLAZAS;PLAZA POR VIVIENDA TURISTICA;PORCENTAJE VIVIENDA TURISTICA;PROV;PROV_LITERAL;MUN;MUN_LITERAL
1202501001;1;8;8,0;0,4;12;Castellón/Castelló;12025;Benafigos
1202601001;7;18;2,6;0,5;12;Castellón/Castelló;12026;Benasal
1202701001;1;4;4,0;0,1;12;Castellón/Castelló;12027;Benicarló
1202701002;12;58;4,8;0,7;12;Castellón/Castelló;12027;Benicarló
1202701003;4;16;4,0;0,6;12;Castellón/Castelló;12027;Benicarló
1202701004;6;36;6,0;0,5;12;Castellón/Castelló;12027;Benicarló
1202701005;4;29;7,3;0,7;12;Castellón/Castelló;12027;Benicarló
1202702001;4;28;7,0;0,8;12;Castellón/Castelló;12027;Benicarló
1202702002;2;8;4,0;0,2;12;Castellón/Castelló;12027;Benicarló
1202702003;7;42;6,0;1,7;12;Castellón/Castelló;12027;Benicarló
1202703001;10;51;5,1;1,2;12;Castellón/Castelló;12027;Benicarló
1202703002;10;45;4,5;0,7;12;Castellón/Castelló;12027;Benicarló
1202703003;7;28;4,0;0,5;12;Castellón/Castelló;12027;Benicarló
1202703004;41;215;5,2;2,2;12;Castellón/Castelló;12027;Benicarló
1202703005;20;111;5,6;0,9;12;Castellón/Castelló;12027;Benicarló
1202703006;1;9;9,0;0,1;12;Castellón/Castelló;12027;Benicarló
1202703007;23;124;5,4;1,7;12;Castellón/Castelló;12027;Benicarló
1202801001;20;96;4,8;1,3;12;Castellón/Castelló;12028;Benicasim/Benicàssim
1202801002;16;86;5,4;1,3;12;Castellón/Castelló;12028;Benicasim/Benicàssim
1202801003;69;407;5,9;1,5;12;Castellón/Castelló;12028;Benicasim/Benicàssim
1202801004;73;401;5,5;1,6;12;Castellón/Castelló;12028;Benicasim/Benicàssim
1202801005;47;235;5,0;2,4;12;Castellón/Castelló;12028;Benicasim/Benicàssim
1202801006;8;55;6,9;0,9;12;Castellón/Castelló;12028;Benicasim/Benicàssim
1202801007;44;232;5,3;1,3;12;Castellón/Castelló;12028;Benicasim/Benicàssim
1202801008;55;284;5,2;1,9;12;Castellón/Castelló;12028;Benicasim/Benicàssim
1202901001;2;13;6,5;0,2;12;Castellón/Castelló;12029;Benlloch
1203101001;2;11;5,5;0,1;12;Castellón/Castelló;12031;Borriol
1203101002;0;0;;0,0;12;Castellón/Castelló;12031;Borriol
1203102001;3;18;6,0;0,2;12;Castellón/Castelló;12031;Borriol
1203201001;2;13;6,5;0,5;12;Castellón/Castelló;12032;Borriana/Burriana
1203201002;0;0;;0,0;12;Castellón/Castelló;12032;Borriana/Burriana
1203201003;1;6;6,0;0,1;12;Castellón/Castelló;12032;Borriana/Burriana
1203201004;2;14;7,0;0,2;12;Castellón/Castelló;12032;Borriana/Burriana
1203201005;1;5;5,0;0,1;12;Castellón/Castelló;12032;Borriana/Burriana
1203201006;2;6;3,0;0,5;12;Castellón/Castelló;12032;Borriana/Burriana
1203202001;1;3;3,0;0,3;12;Castellón/Castelló;12032;Borriana/Burriana
1203202002;0;0;;0,0;12;Castellón/Castelló;12032;Borriana/Burriana
1203202003;2;4;2,0;0,3;12;Castellón/Castelló;12032;Borriana/Burriana
1203202004;5;17;3,4;0,6;12;Castellón/Castelló;12032;Borriana/Burriana
1203203001;3;15;5,0;0,5;12;Castellón/Castelló;12032;Borriana/Burriana
1203203002;2;7;3,5;0,4;12;Castellón/Castelló;12032;Borriana/Burriana
1203203003;3;18;6,0;0,2;12;Castellón/Castelló;12032;Borriana/Burriana
1203203004;2;4;2,0;0,3;12;Castellón/Castelló;12032;Borriana/Burriana
1203203005;0;0;;0,0;12;Castellón/Castelló;12032;Borriana/Burriana
1203203006;0;0;;0,0;12;Castellón/Castelló;12032;Borriana/Burriana
1203204001;1;6;6,0;0,2;12;Castellón/Castelló;12032;Borriana/Burriana
1203204002;1;6;6,0;0,2;12;Castellón/Castelló;12032;Borriana/Burriana
1203204003;4;22;5,5;0,4;12;Castellón/Castelló;12032;Borriana/Burriana
1203204004;0;0;;0,0;12;Castellón/Castelló;12032;Borriana/Burriana
1203204005;2;14;7,0;0,3;12;Castellón/Castelló;12032;Borriana/Burriana
1203205001;13;69;5,3;0,7;12;Castellón/Castelló;12032;Borriana/Burriana
1203205002;11;71;6,5;0,7;12;Castellón/Castelló;12032;Borriana/Burriana
1203205003;6;30;5,0;0,6;12;Castellón/Castelló;12032;Borriana/Burriana
1203301001;41;218;5,3;2,2;12;Castellón/Castelló;12033;Cabanes
1203302001;2;9;4,5;0,2;12;Castellón/Castelló;12033;Cabanes
1203401001;11;54;4,9;0,7;12;Castellón/Castelló;12034;Càlig
1203601001;1;10;10,0;0,1;12;Castellón/Castelló;12036;Canet lo Roig
1203701001;0;0;;;12;Castellón/Castelló;12037;Castell de Cabres
1203801001;3;20;6,7;1,1;12;Castellón/Castelló;12038;Castellfort
1203901001;5;29;5,8;0,6;12;Castellón/Castelló;12039;Castellnovo
1204001001;4;21;5,3;0,7;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204001002;1;5;5,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204001003;4;21;5,3;0,4;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204001004;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204002001;3;12;4,0;0,5;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204002002;1;5;5,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204002003;7;35;5,0;0,9;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204002004;2;7;3,5;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204002005;7;22;3,1;0,7;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204002006;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204002007;5;22;4,4;0,5;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204002008;14;48;3,4;1,8;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204003001;3;13;4,3;0,5;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204003002;3;6;2,0;0,4;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204003003;3;6;2,0;0,5;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204003004;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204003005;2;5;2,5;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204003006;3;13;4,3;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204003007;3;9;3,0;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204003008;2;4;2,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204003009;2;2;1,0;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204003010;6;18;3,0;1,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204003011;2;6;3,0;0,4;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204003012;1;1;1,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004001;1;4;4,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004002;1;5;5,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004003;4;14;3,5;0,8;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004005;5;19;3,8;0,6;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004006;2;12;6,0;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004007;2;7;3,5;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004008;5;18;3,6;0,5;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004009;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004010;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004011;2;7;3,5;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004012;1;1;1,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004013;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004014;2;4;2,0;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004015;1;1;1,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004016;1;2;2,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004017;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004018;4;10;2,5;0,8;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004019;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004020;3;9;3,0;0,4;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004021;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204004022;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005001;6;26;4,3;1,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005002;3;13;4,3;0,5;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005004;6;26;4,3;0,5;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005005;2;13;6,5;0,4;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005006;4;19;4,8;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005007;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005008;1;4;4,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005009;1;2;2,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005010;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005011;2;9;4,5;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005012;3;8;2,7;0,4;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005013;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204005014;1;1;1,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006001;4;18;4,5;0,4;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006002;3;10;3,3;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006003;1;1;1,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006004;1;4;4,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006005;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006006;2;3;1,5;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006007;2;6;3,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006008;2;8;4,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006009;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006010;3;10;3,3;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006011;1;2;2,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006012;2;4;2,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006013;3;6;2,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006014;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204006015;1;6;6,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007001;2;8;4,0;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007003;1;4;4,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007004;1;8;8,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007005;2;9;4,5;0,4;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007006;2;13;6,5;0,5;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007007;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007008;3;8;2,7;0,6;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007009;1;2;2,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007010;6;16;2,7;0,5;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007011;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007012;2;3;1,5;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007013;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007014;1;4;4,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007016;1;2;2,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204007017;1;6;6,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204008001;3;15;5,0;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204008002;4;18;4,5;0,4;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204008003;2;6;3,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204008004;3;11;3,7;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204008005;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204008006;1;4;4,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204008007;2;7;3,5;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204008008;4;11;2,8;0,3;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204008009;2;10;5,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204008010;3;5;1,7;0,4;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204009001;4;28;7,0;0,5;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204009002;8;40;5,0;0,7;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204009003;1;4;4,0;0,2;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204009004;1;6;6,0;0,1;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204009005;16;88;5,5;1,5;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204009006;0;0;;0,0;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204009007;10;35;3,5;0,5;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204009009;17;92;5,4;1,6;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204009010;3;16;5,3;0,6;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204009011;21;104;5,0;0,7;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana
1204101001;0;0;;0,0;12;Castellón/Castelló;12041;Castillo de Villamalefa
1204201001;5;23;4,6;0,8;12;Castellón/Castelló;12042;Catí
1204301001;11;46;4,2;1,0;12;Castellón/Castelló;12043;Caudiel
1204401001;10;43;4,3;1,3;12;Castellón/Castelló;12044;Cervera del Maestre
1204501001;8;67;8,4;1,5;12;Castellón/Castelló;12045;Cinctorres
1204601001;3;33;11,0;0,4;12;Castellón/Castelló;12046;Cirat
1204801001;9;46;5,1;1,4;12;Castellón/Castelló;12048;Cortes de Arenoso
1204901001;0;0;;0,0;12;Castellón/Castelló;12049;Costur
1205001001;1;9;9,0;0,1;12;Castellón/Castelló;12050;Coves de Vinromà, les
1205002001;2;13;6,5;0,2;12;Castellón/Castelló;12050;Coves de Vinromà, les
1205101001;8;54;6,8;1,2;12;Castellón/Castelló;12051;Culla
1205201001;11;44;4,0;1,3;12;Castellón/Castelló;12052;Chert/Xert
1205301001;4;21;5,3;0,4;12;Castellón/Castelló;12053;Chilches/Xilxes
1205301002;32;184;5,8;1,2;12;Castellón/Castelló;12053;Chilches/Xilxes
1205501001;1;4;4,0;0,4;12;Castellón/Castelló;12055;Chodos/Xodos
1205601001;3;17;5,7;0,8;12;Castellón/Castelló;12056;Chóvar
1205701001;9;43;4,8;0,8;12;Castellón/Castelló;12057;Eslida
1205801001;0;0;;0,0;12;Castellón/Castelló;12058;Espadilla
1205901001;2;12;6,0;0,6;12;Castellón/Castelló;12059;Fanzara
1206001001;1;3;3,0;0,2;12;Castellón/Castelló;12060;Figueroles
1206101001;2;20;10,0;0,4;12;Castellón/Castelló;12061;Forcall
1206301001;2;16;8,0;1,0;12;Castellón/Castelló;12063;Fuente la Reina
1206401001;0;0;;0,0;12;Castellón/Castelló;12064;Fuentes de Ayódar
1206501001;0;0;;0,0;12;Castellón/Castelló;12065;Gaibiel
1206701001;0;0;;0,0;12;Castellón/Castelló;12067;Geldo
1206801001;1;6;6,0;0,6;12;Castellón/Castelló;12068;Herbés
1206901001;2;12;6,0;1,7;12;Castellón/Castelló;12069;Higueras
1207001001;2;18;9,0;0,3;12;Castellón/Castelló;12070;Jana, la
1207101001;4;24;6,0;0,3;12;Castellón/Castelló;12071;Jérica
1207102001;2;10;5,0;0,3;12;Castellón/Castelló;12071;Jérica
1207201001;7;62;8,9;0,5;12;Castellón/Castelló;12072;Lucena del Cid
1207301001;0;0;;0,0;12;Castellón/Castelló;12073;Ludiente
1207401001;4;19;4,8;0,7;12;Castellón/Castelló;12074;Llosa, la
1207501001;2;14;7,0;1,0;12;Castellón/Castelló;12075;Mata de Morella, la
1207601001;0;0;;0,0;12;Castellón/Castelló;12076;Matet
1207701001;5;29;5,8;0,4;12;Castellón/Castelló;12077;Moncofa
1207701002;1;4;4,0;0,1;12;Castellón/Castelló;12077;Moncofa
1207702001;89;483;5,4;3,2;12;Castellón/Castelló;12077;Moncofa
1207702002;51;255;5,0;0,7;12;Castellón/Castelló;12077;Moncofa
1207801001;11;53;4,8;2,0;12;Castellón/Castelló;12078;Montán
1207901001;16;84;5,3;1,3;12;Castellón/Castelló;12079;Montanejos
1208001001;24;120;5,0;3,1;12;Castellón/Castelló;12080;Morella
1208002001;10;59;5,9;1,6;12;Castellón/Castelló;12080;Morella
1208003001;26;148;5,7;3,1;12;Castellón/Castelló;12080;Morella
1208101001;8;68;8,5;0,6;12;Castellón/Castelló;12081;Navajas
1208201001;4;11;2,8;0,6;12;Castellón/Castelló;12082;Nules
1208201002;18;85;4,7;0,6;12;Castellón/Castelló;12082;Nules
1208201003;0;0;;0,0;12;Castellón/Castelló;12082;Nules
1208201004;0;0;;0,0;12;Castellón/Castelló;12082;Nules
1208202001;2;9;4,5;0,5;12;Castellón/Castelló;12082;Nules
1208202002;0;0;;0,0;12;Castellón/Castelló;12082;Nules
1208202003;0;0;;0,0;12;Castellón/Castelló;12082;Nules
1208202004;0;0;;0,0;12;Castellón/Castelló;12082;Nules
1208202005;0;0;;0,0;12;Castellón/Castelló;12082;Nules
1208301001;5;19;3,8;4,8;12;Castellón/Castelló;12083;Olocau del Rey
1208401001;1;6;6,0;0,1;12;Castellón/Castelló;12084;Onda
1208401002;0;0;;0,0;12;Castellón/Castelló;12084;Onda
1208401003;0;0;;0,0;12;Castellón/Castelló;12084;Onda
1208401004;1;4;4,0;0,1;12;Castellón/Castelló;12084;Onda
1208402001;0;0;;0,0;12;Castellón/Castelló;12084;Onda
1208402002;0;0;;0,0;12;Castellón/Castelló;12084;Onda
1208402003;1;10;10,0;0,1;12;Castellón/Castelló;12084;Onda
1208402004;0;0;;0,0;12;Castellón/Castelló;12084;Onda
1208402005;0;0;;0,0;12;Castellón/Castelló;12084;Onda
1208402006;0;0;;0,0;12;Castellón/Castelló;12084;Onda
1208402007;1;8;8,0;0,1;12;Castellón/Castelló;12084;Onda
1208403001;0;0;;0,0;12;Castellón/Castelló;12084;Onda
1208403002;1;1;1,0;0,1;12;Castellón/Castelló;12084;Onda
1208403003;0;0;;0,0;12;Castellón/Castelló;12084;Onda
1208501001;19;105;5,5;1,0;12;Castellón/Castelló;12085;Oropesa del Mar/Orpesa
1208501002;16;73;4,6;0,7;12;Castellón/Castelló;12085;Oropesa del Mar/Orpesa
1208501003;219;1199;5,5;2,0;12;Castellón/Castelló;12085;Oropesa del Mar/Orpesa
1208501004;538;2927;5,4;9,1;12;Castellón/Castelló;12085;Oropesa del Mar/Orpesa
1208701001;3;18;6,0;4,3;12;Castellón/Castelló;12087;Palanques
1208801001;1;4;4,0;0,6;12;Castellón/Castelló;12088;Pavías
1208901001;110;517;4,7;6,8;12;Castellón/Castelló;12089;Peníscola/Peñíscola
1208902002;475;2653;5,6;5,5;12;Castellón/Castelló;12089;Peníscola/Peñíscola
1208902003;487;2803;5,8;7,5;12;Castellón/Castelló;12089;Peníscola/Peñíscola
1209001001;0;0;;0,0;12;Castellón/Castelló;12090;Pina de Montalgrao
1209101001;0;0;;0,0;12;Castellón/Castelló;12091;Portell de Morella
1209201001;0;0;;0,0;12;Castellón/Castelló;12092;Puebla de Arenoso
1209301001;7;46;6,6;1,2;12;Castellón/Castelló;12093;Pobla de Benifassà, la
1209401001;10;60;6,0;1,3;12;Castellón/Castelló;12094;Pobla Tornesa, la
1209501001;1;7;7,0;0,1;12;Castellón/Castelló;12095;Ribesalbes
1209601001;5;36;7,2;0,6;12;Castellón/Castelló;12096;Rossell
1209701001;0;0;;0,0;12;Castellón/Castelló;12097;Sacañet
1209801001;2;11;5,5;0,3;12;Castellón/Castelló;12098;Salzadella, la
1209901001;151;847;5,6;10,1;12;Castellón/Castelló;12099;Sant Jordi/San Jorge
1210001001;7;28;4,0;0,8;12;Castellón/Castelló;12100;Sant Mateu
1210002001;3;25;8,3;0,5;12;Castellón/Castelló;12100;Sant Mateu
1210101001;6;45;7,5;1,6;12;Castellón/Castelló;12101;San Rafael del Río
1210201001;3;12;4,0;0,5;12;Castellón/Castelló;12102;Santa Magdalena de Pulpis
1210301001;1;6;6,0;0,6;12;Castellón/Castelló;12103;Sarratella
1210401001;3;14;4,7;0,4;12;Castellón/Castelló;12104;Segorbe
1210401002;3;18;6,0;0,6;12;Castellón/Castelló;12104;Segorbe
1210401003;1;6;6,0;0,1;12;Castellón/Castelló;12104;Segorbe
1210401004;1;6;6,0;0,1;12;Castellón/Castelló;12104;Segorbe
1210401005;0;0;;0,0;12;Castellón/Castelló;12104;Segorbe
1210402001;4;22;5,5;0,4;12;Castellón/Castelló;12104;Segorbe
1210403001;8;38;4,8;0,7;12;Castellón/Castelló;12104;Segorbe
1210501001;3;25;8,3;0,3;12;Castellón/Castelló;12105;Sierra Engarcerán
1210601001;2;8;4,0;0,2;12;Castellón/Castelló;12106;Soneja
1210701001;0;0;;0,0;12;Castellón/Castelló;12107;Sot de Ferrer
1210801001;0;0;;0,0;12;Castellón/Castelló;12108;Sueras/Suera
1210901001;1;7;7,0;0,2;12;Castellón/Castelló;12109;Tales
1211001001;1;8;8,0;0,2;12;Castellón/Castelló;12110;Teresa
1211101001;0;0;;0,0;12;Castellón/Castelló;12111;Tírig
1211201001;1;4;4,0;0,6;12;Castellón/Castelló;12112;Todolella
1211301001;0;0;;0,0;12;Castellón/Castelló;12113;Toga
1211401001;1;8;8,0;0,2;12;Castellón/Castelló;12114;Torás
1211501001;2;8;4,0;0,4;12;Castellón/Castelló;12115;Toro, El
1211601001;0;0;;0,0;12;Castellón/Castelló;12116;Torralba del Pinar
1211701001;1;9;9,0;0,1;12;Castellón/Castelló;12117;Torreblanca
1211701002;4;17;4,3;0,4;12;Castellón/Castelló;12117;Torreblanca
1211702001;3;18;6,0;0,2;12;Castellón/Castelló;12117;Torreblanca
1211702002;46;247;5,4;1,6;12;Castellón/Castelló;12117;Torreblanca
1211801001;0;0;;0,0;12;Castellón/Castelló;12118;Torrechiva
1211901001;0;0;;0,0;12;Castellón/Castelló;12119;Torre d'En Besora, la
1212001001;1;8;8,0;0,4;12;Castellón/Castelló;12120;Torre d'en Doménec, la
1212101001;3;25;8,3;0,3;12;Castellón/Castelló;12121;Traiguera
1212201001;17;119;7,0;2,0;12;Castellón/Castelló;12122;Useras/Useres, les
1212301001;0;0;;0,0;12;Castellón/Castelló;12123;Vallat
1212401001;3;11;3,7;0,3;12;Castellón/Castelló;12124;Vall d'Alba
1212402001;3;20;6,7;0,4;12;Castellón/Castelló;12124;Vall d'Alba
1212501001;3;19;6,3;0,6;12;Castellón/Castelló;12125;Vall de Almonacid
1212601001;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212601002;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212601003;1;1;1,0;0,2;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212601004;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212601005;2;19;9,5;0,4;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212601006;1;2;2,0;0,1;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212602001;1;6;6,0;0,2;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212602002;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212602003;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212602004;3;11;3,7;0,4;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212602005;2;7;3,5;0,4;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212602006;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212602007;1;12;12,0;0,2;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212602008;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212602009;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212602010;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212602011;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212602012;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212603001;2;11;5,5;0,2;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212603002;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212603003;1;2;2,0;0,2;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212603004;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212603005;0;0;;0,0;12;Castellón/Castelló;12126;Vall d'Uixó, la
1212701001;2;11;5,5;0,8;12;Castellón/Castelló;12127;Vallibona
1212801001;22;105;4,8;1,5;12;Castellón/Castelló;12128;Vilafamés
1212901001;15;71;4,7;1,7;12;Castellón/Castelló;12129;Villafranca del Cid/Vilafranca
1212901002;0;0;;0,0;12;Castellón/Castelló;12129;Villafranca del Cid/Vilafranca
