CODIGO;VIVIENDA TURISTICA;PLAZAS;PLAZA POR VIVIENDA TURISTICA;PORCENTAJE VIVIENDA TURISTICA;PROV;PROV_LITERAL;MUN;MUN_LITERAL
4711801001;0;0;;0,0;47;Valladolid;47118;Piñel de Abajo
4711901001;0;0;;0,0;47;Valladolid;47119;Piñel de Arriba
4712101001;0;0;;0,0;47;Valladolid;47121;Pollos
4712201001;0;0;;0,0;47;Valladolid;47122;Portillo
4712202001;0;0;;0,0;47;Valladolid;47122;Portillo
4712301001;0;0;;0,0;47;Valladolid;47123;Pozal de Gallinas
4712401001;0;0;;0,0;47;Valladolid;47124;Pozaldez
4712501001;0;0;;0,0;47;Valladolid;47125;Pozuelo de la Orden
4712601001;0;0;;;47;Valladolid;47126;Puras
4712701001;0;0;;0,0;47;Valladolid;47127;Quintanilla de Arriba
4712801001;0;0;;0,0;47;Valladolid;47128;Quintanilla del Molar
4712901001;1;2;2,0;0,1;47;Valladolid;47129;Quintanilla de Onésimo
4713001001;0;0;;0,0;47;Valladolid;47130;Quintanilla de Trigueros
4713101001;0;0;;0,0;47;Valladolid;47131;Rábano
4713201001;0;0;;;47;Valladolid;47132;Ramiro
4713301001;0;0;;0,0;47;Valladolid;47133;Renedo de Esgueva
4713301002;1;8;8,0;0,2;47;Valladolid;47133;Renedo de Esgueva
4713401001;0;0;;0,0;47;Valladolid;47134;Roales de Campos
4713501001;0;0;;0,0;47;Valladolid;47135;Robladillo
4713701001;0;0;;0,0;47;Valladolid;47137;Roturas
4713801001;0;0;;0,0;47;Valladolid;47138;Rubí de Bracamonte
4713901001;0;0;;0,0;47;Valladolid;47139;Rueda
4713902001;1;5;5,0;0,3;47;Valladolid;47139;Rueda
4714001001;0;0;;0,0;47;Valladolid;47140;Saelices de Mayorga
4714101001;0;0;;0,0;47;Valladolid;47141;Salvador de Zapardiel
4714201001;0;0;;0,0;47;Valladolid;47142;San Cebrián de Mazote
4714301001;0;0;;0,0;47;Valladolid;47143;San Llorente
4714401001;0;0;;0,0;47;Valladolid;47144;San Martín de Valvení
4714501001;0;0;;0,0;47;Valladolid;47145;San Miguel del Arroyo
4714601001;0;0;;0,0;47;Valladolid;47146;San Miguel del Pino
4714701001;0;0;;0,0;47;Valladolid;47147;San Pablo de la Moraleja
4714801001;0;0;;0,0;47;Valladolid;47148;San Pedro de Latarce
4714901001;0;0;;;47;Valladolid;47149;San Pelayo
4715001001;0;0;;0,0;47;Valladolid;47150;San Román de Hornija
4715101001;0;0;;;47;Valladolid;47151;San Salvador
4715201001;1;7;7,0;0,9;47;Valladolid;47152;Santa Eufemia del Arroyo
4715301001;0;0;;0,0;47;Valladolid;47153;Santervás de Campos
4715401001;0;0;;0,0;47;Valladolid;47154;Santibáñez de Valcorba
4715501001;1;9;9,0;0,1;47;Valladolid;47155;Santovenia de Pisuerga
4715501002;1;8;8,0;0,1;47;Valladolid;47155;Santovenia de Pisuerga
4715601001;0;0;;0,0;47;Valladolid;47156;San Vicente del Palacio
4715701001;4;45;11,3;0,8;47;Valladolid;47157;Sardón de Duero
4715801001;2;18;9,0;0,3;47;Valladolid;47158;Seca, La
4715901001;0;0;;0,0;47;Valladolid;47159;Serrada
4716001001;0;0;;0,0;47;Valladolid;47160;Siete Iglesias de Trabancos
4716101001;3;18;6,0;0,3;47;Valladolid;47161;Simancas
4716101002;0;0;;0,0;47;Valladolid;47161;Simancas
4716101003;2;9;4,5;0,3;47;Valladolid;47161;Simancas
4716201001;0;0;;0,0;47;Valladolid;47162;Tamariz de Campos
4716301001;1;9;9,0;0,3;47;Valladolid;47163;Tiedra
4716401001;0;0;;0,0;47;Valladolid;47164;Tordehumos
4716501001;2;8;4,0;0,3;47;Valladolid;47165;Tordesillas
4716501002;1;5;5,0;0,2;47;Valladolid;47165;Tordesillas
4716501003;3;28;9,3;0,5;47;Valladolid;47165;Tordesillas
4716502001;5;27;5,4;0,4;47;Valladolid;47165;Tordesillas
4716502002;6;30;5,0;0,4;47;Valladolid;47165;Tordesillas
4716502003;2;12;6,0;0,2;47;Valladolid;47165;Tordesillas
4716601001;0;0;;0,0;47;Valladolid;47166;Torrecilla de la Abadesa
4716701001;0;0;;0,0;47;Valladolid;47167;Torrecilla de la Orden
4716801001;0;0;;;47;Valladolid;47168;Torrecilla de la Torre
4716901001;0;0;;0,0;47;Valladolid;47169;Torre de Esgueva
4717001001;0;0;;0,0;47;Valladolid;47170;Torre de Peñafiel
4717101001;1;5;5,0;0,3;47;Valladolid;47171;Torrelobatón
4717201001;1;1;1,0;0,7;47;Valladolid;47172;Torrescárcela
4717301001;2;13;6,5;0,2;47;Valladolid;47173;Traspinedo
4717401001;0;0;;0,0;47;Valladolid;47174;Trigueros del Valle
4717501001;0;0;;0,0;47;Valladolid;47175;Tudela de Duero
4717501002;0;0;;0,0;47;Valladolid;47175;Tudela de Duero
4717501003;1;5;5,0;0,1;47;Valladolid;47175;Tudela de Duero
4717502001;1;4;4,0;0,1;47;Valladolid;47175;Tudela de Duero
4717502002;0;0;;0,0;47;Valladolid;47175;Tudela de Duero
4717502003;3;24;8,0;0,3;47;Valladolid;47175;Tudela de Duero
4717601001;0;0;;0,0;47;Valladolid;47176;Unión de Campos, La
4717701001;0;0;;0,0;47;Valladolid;47177;Urones de Castroponce
4717801001;3;28;9,3;1,5;47;Valladolid;47178;Urueña
4717901001;1;7;7,0;0,4;47;Valladolid;47179;Valbuena de Duero
4718001001;0;0;;0,0;47;Valladolid;47180;Valdearcos de la Vega
4718101001;0;0;;0,0;47;Valladolid;47181;Valdenebro de los Valles
4718201001;0;0;;0,0;47;Valladolid;47182;Valdestillas
4718301001;0;0;;0,0;47;Valladolid;47183;Valdunquillo
4718401001;1;12;12,0;0,2;47;Valladolid;47184;Valoria la Buena
4718501001;0;0;;0,0;47;Valladolid;47185;Valverde de Campos
4718601001;7;41;5,9;1,6;47;Valladolid;47186;Valladolid
4718601003;3;14;4,7;0,5;47;Valladolid;47186;Valladolid
4718601005;3;15;5,0;0,7;47;Valladolid;47186;Valladolid
4718601006;2;5;2,5;0,4;47;Valladolid;47186;Valladolid
4718601007;1;2;2,0;0,3;47;Valladolid;47186;Valladolid
4718602001;1;4;4,0;0,2;47;Valladolid;47186;Valladolid
4718602002;3;11;3,7;0,5;47;Valladolid;47186;Valladolid
4718602004;2;10;5,0;0,3;47;Valladolid;47186;Valladolid
4718602005;3;9;3,0;0,4;47;Valladolid;47186;Valladolid
4718602006;0;0;;0,0;47;Valladolid;47186;Valladolid
4718602007;0;0;;0,0;47;Valladolid;47186;Valladolid
4718602008;0;0;;0,0;47;Valladolid;47186;Valladolid
4718602009;1;6;6,0;0,2;47;Valladolid;47186;Valladolid
4718602010;2;3;1,5;0,6;47;Valladolid;47186;Valladolid
4718602011;4;41;10,3;1,1;47;Valladolid;47186;Valladolid
4718602012;0;0;;0,0;47;Valladolid;47186;Valladolid
4718602013;0;0;;0,0;47;Valladolid;47186;Valladolid
4718602014;1;5;5,0;0,1;47;Valladolid;47186;Valladolid
4718602015;1;6;6,0;0,1;47;Valladolid;47186;Valladolid
4718602017;0;0;;0,0;47;Valladolid;47186;Valladolid
4718602019;0;0;;0,0;47;Valladolid;47186;Valladolid
4718603001;2;10;5,0;0,4;47;Valladolid;47186;Valladolid
4718603002;1;2;2,0;0,2;47;Valladolid;47186;Valladolid
4718603003;2;4;2,0;0,4;47;Valladolid;47186;Valladolid
4718603004;4;6;1,5;0,7;47;Valladolid;47186;Valladolid
4718603005;3;9;3,0;0,4;47;Valladolid;47186;Valladolid
4718603007;2;6;3,0;0,4;47;Valladolid;47186;Valladolid
4718603008;0;0;;0,0;47;Valladolid;47186;Valladolid
4718603009;1;1;1,0;0,2;47;Valladolid;47186;Valladolid
4718604001;1;6;6,0;0,2;47;Valladolid;47186;Valladolid
4718604002;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604003;1;2;2,0;0,1;47;Valladolid;47186;Valladolid
4718604004;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604005;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604006;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604007;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604008;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604009;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604010;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604011;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604012;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604013;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604014;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604015;1;2;2,0;0,2;47;Valladolid;47186;Valladolid
4718604016;2;6;3,0;0,3;47;Valladolid;47186;Valladolid
4718604017;3;13;4,3;0,5;47;Valladolid;47186;Valladolid
4718604018;1;6;6,0;0,2;47;Valladolid;47186;Valladolid
4718604020;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604021;1;4;4,0;0,3;47;Valladolid;47186;Valladolid
4718604022;2;9;4,5;0,4;47;Valladolid;47186;Valladolid
4718604023;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604024;1;10;10,0;0,2;47;Valladolid;47186;Valladolid
4718604025;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604026;1;4;4,0;0,2;47;Valladolid;47186;Valladolid
4718604027;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604028;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604029;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604030;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604032;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604033;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604034;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604035;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604036;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604037;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604038;1;4;4,0;0,1;47;Valladolid;47186;Valladolid
4718604039;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604040;0;0;;0,0;47;Valladolid;47186;Valladolid
4718604041;4;17;4,3;0,5;47;Valladolid;47186;Valladolid
4718605001;15;63;4,2;2,1;47;Valladolid;47186;Valladolid
4718605002;4;14;3,5;0,8;47;Valladolid;47186;Valladolid
4718605003;0;0;;0,0;47;Valladolid;47186;Valladolid
4718605004;1;1;1,0;0,2;47;Valladolid;47186;Valladolid
4718605006;3;9;3,0;0,5;47;Valladolid;47186;Valladolid
4718605007;1;1;1,0;0,2;47;Valladolid;47186;Valladolid
4718606001;2;4;2,0;0,4;47;Valladolid;47186;Valladolid
4718606002;2;5;2,5;0,3;47;Valladolid;47186;Valladolid
4718606003;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606005;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606006;4;4;1,0;0,5;47;Valladolid;47186;Valladolid
4718606007;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606008;2;5;2,5;0,4;47;Valladolid;47186;Valladolid
4718606009;1;2;2,0;0,2;47;Valladolid;47186;Valladolid
4718606010;1;1;1,0;0,1;47;Valladolid;47186;Valladolid
4718606011;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606012;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606013;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606014;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606015;1;6;6,0;0,2;47;Valladolid;47186;Valladolid
4718606016;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606017;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606018;1;10;10,0;0,3;47;Valladolid;47186;Valladolid
4718606019;3;8;2,7;0,4;47;Valladolid;47186;Valladolid
4718606020;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606021;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606022;1;3;3,0;0,2;47;Valladolid;47186;Valladolid
4718606023;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606024;1;1;1,0;0,3;47;Valladolid;47186;Valladolid
4718606025;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606026;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606027;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606028;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606029;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606030;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606031;1;4;4,0;0,1;47;Valladolid;47186;Valladolid
4718606032;1;6;6,0;0,2;47;Valladolid;47186;Valladolid
4718606033;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606034;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606036;1;1;1,0;0,1;47;Valladolid;47186;Valladolid
4718606037;0;0;;0,0;47;Valladolid;47186;Valladolid
4718606038;2;10;5,0;0,3;47;Valladolid;47186;Valladolid
4718606039;0;0;;0,0;47;Valladolid;47186;Valladolid
4718607001;5;10;2,0;0,8;47;Valladolid;47186;Valladolid
4718607003;1;2;2,0;0,2;47;Valladolid;47186;Valladolid
4718607004;0;0;;0,0;47;Valladolid;47186;Valladolid
4718607005;0;0;;0,0;47;Valladolid;47186;Valladolid
4718607006;0;0;;0,0;47;Valladolid;47186;Valladolid
4718607007;2;2;1,0;0,3;47;Valladolid;47186;Valladolid
4718607008;5;11;2,2;1,0;47;Valladolid;47186;Valladolid
4718607009;0;0;;0,0;47;Valladolid;47186;Valladolid
4718607010;0;0;;0,0;47;Valladolid;47186;Valladolid
4718607011;1;2;2,0;0,1;47;Valladolid;47186;Valladolid
4718607013;0;0;;0,0;47;Valladolid;47186;Valladolid
4718607014;0;0;;0,0;47;Valladolid;47186;Valladolid
4718607015;0;0;;0,0;47;Valladolid;47186;Valladolid
4718607016;1;1;1,0;0,3;47;Valladolid;47186;Valladolid
4718607017;1;3;3,0;0,3;47;Valladolid;47186;Valladolid
4718607018;3;4;1,3;0,5;47;Valladolid;47186;Valladolid
4718607019;0;0;;0,0;47;Valladolid;47186;Valladolid
4718607020;0;0;;0,0;47;Valladolid;47186;Valladolid
4718607021;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608001;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608002;4;11;2,8;0,5;47;Valladolid;47186;Valladolid
4718608004;1;6;6,0;0,2;47;Valladolid;47186;Valladolid
4718608005;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608006;1;1;1,0;0,1;47;Valladolid;47186;Valladolid
4718608009;3;8;2,7;0,8;47;Valladolid;47186;Valladolid
4718608010;2;8;4,0;0,3;47;Valladolid;47186;Valladolid
4718608012;1;2;2,0;0,2;47;Valladolid;47186;Valladolid
4718608013;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608014;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608015;3;10;3,3;0,7;47;Valladolid;47186;Valladolid
4718608016;2;9;4,5;0,5;47;Valladolid;47186;Valladolid
4718608017;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608018;1;8;8,0;0,2;47;Valladolid;47186;Valladolid
4718608020;2;8;4,0;0,6;47;Valladolid;47186;Valladolid
4718608021;2;5;2,5;0,3;47;Valladolid;47186;Valladolid
4718608023;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608024;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608025;1;1;1,0;0,2;47;Valladolid;47186;Valladolid
4718608026;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608027;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608028;8;12;1,5;0,7;47;Valladolid;47186;Valladolid
4718608030;1;1;1,0;0,3;47;Valladolid;47186;Valladolid
4718608031;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608032;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608033;2;4;2,0;0,4;47;Valladolid;47186;Valladolid
4718608034;1;2;2,0;0,2;47;Valladolid;47186;Valladolid
4718608035;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608036;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608037;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608038;1;8;8,0;0,2;47;Valladolid;47186;Valladolid
4718608039;1;1;1,0;0,3;47;Valladolid;47186;Valladolid
4718608040;0;0;;0,0;47;Valladolid;47186;Valladolid
4718608041;0;0;;0,0;47;Valladolid;47186;Valladolid
4718609001;4;17;4,3;0,7;47;Valladolid;47186;Valladolid
4718609002;6;21;3,5;0,8;47;Valladolid;47186;Valladolid
4718609003;3;11;3,7;0,7;47;Valladolid;47186;Valladolid
4718609004;9;32;3,6;1,3;47;Valladolid;47186;Valladolid
4718609006;0;0;;0,0;47;Valladolid;47186;Valladolid
4718609007;2;11;5,5;0,2;47;Valladolid;47186;Valladolid
4718609009;0;0;;0,0;47;Valladolid;47186;Valladolid
4718609010;1;4;4,0;0,2;47;Valladolid;47186;Valladolid
4718609011;2;9;4,5;0,4;47;Valladolid;47186;Valladolid
4718609012;1;2;2,0;0,2;47;Valladolid;47186;Valladolid
4718610001;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610002;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610003;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610004;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610005;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610006;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610007;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610008;1;5;5,0;0,1;47;Valladolid;47186;Valladolid
4718610009;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610010;2;8;4,0;0,3;47;Valladolid;47186;Valladolid
4718610011;1;2;2,0;0,2;47;Valladolid;47186;Valladolid
4718610013;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610014;2;6;3,0;0,3;47;Valladolid;47186;Valladolid
4718610015;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610016;1;6;6,0;0,3;47;Valladolid;47186;Valladolid
4718610017;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610018;1;2;2,0;0,2;47;Valladolid;47186;Valladolid
4718610019;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610020;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610021;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610022;1;2;2,0;0,2;47;Valladolid;47186;Valladolid
4718610024;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610025;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610026;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610027;1;1;1,0;0,2;47;Valladolid;47186;Valladolid
4718610028;2;3;1,5;0,6;47;Valladolid;47186;Valladolid
4718610029;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610030;3;4;1,3;0,2;47;Valladolid;47186;Valladolid
4718610031;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610032;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610033;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610034;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610035;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610036;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610037;1;1;1,0;0,1;47;Valladolid;47186;Valladolid
4718610038;2;4;2,0;0,4;47;Valladolid;47186;Valladolid
4718610039;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610040;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610041;1;2;2,0;0,3;47;Valladolid;47186;Valladolid
4718610042;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610043;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610044;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610045;1;2;2,0;0,1;47;Valladolid;47186;Valladolid
4718610046;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610047;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610048;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610049;2;12;6,0;0,3;47;Valladolid;47186;Valladolid
4718610050;1;1;1,0;0,2;47;Valladolid;47186;Valladolid
4718610051;0;0;;0,0;47;Valladolid;47186;Valladolid
4718610052;2;4;2,0;0,1;47;Valladolid;47186;Valladolid
4718610053;1;1;1,0;0,1;47;Valladolid;47186;Valladolid
4718611001;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611002;1;4;4,0;0,2;47;Valladolid;47186;Valladolid
4718611003;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611004;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611005;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611006;3;11;3,7;0,7;47;Valladolid;47186;Valladolid
4718611007;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611008;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611009;1;1;1,0;0,2;47;Valladolid;47186;Valladolid
4718611010;1;5;5,0;0,1;47;Valladolid;47186;Valladolid
4718611012;1;4;4,0;0,2;47;Valladolid;47186;Valladolid
4718611013;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611014;2;12;6,0;0,3;47;Valladolid;47186;Valladolid
4718611015;1;2;2,0;0,1;47;Valladolid;47186;Valladolid
4718611016;1;4;4,0;0,2;47;Valladolid;47186;Valladolid
4718611017;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611018;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611019;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611020;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611021;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611022;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611023;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611024;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611025;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611026;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611027;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611028;1;2;2,0;0,2;47;Valladolid;47186;Valladolid
4718611029;1;4;4,0;0,2;47;Valladolid;47186;Valladolid
4718611030;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611031;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611032;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611033;1;10;10,0;0,1;47;Valladolid;47186;Valladolid
4718611034;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611035;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611036;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611037;1;3;3,0;0,1;47;Valladolid;47186;Valladolid
4718611038;1;1;1,0;0,1;47;Valladolid;47186;Valladolid
4718611039;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611040;0;0;;0,0;47;Valladolid;47186;Valladolid
4718611041;1;4;4,0;0,1;47;Valladolid;47186;Valladolid
4718611042;1;4;4,0;0,1;47;Valladolid;47186;Valladolid
4718612001;0;0;;0,0;47;Valladolid;47186;Valladolid
4718612002;1;1;1,0;0,2;47;Valladolid;47186;Valladolid
4718612003;0;0;;0,0;47;Valladolid;47186;Valladolid
4718612004;1;8;8,0;0,2;47;Valladolid;47186;Valladolid
4718701001;0;0;;0,0;47;Valladolid;47187;Vega de Ruiponce
4718801001;0;0;;0,0;47;Valladolid;47188;Vega de Valdetronco
4718901001;0;0;;0,0;47;Valladolid;47189;Velascálvaro
4719001001;0;0;;0,0;47;Valladolid;47190;Velilla
4719101001;3;14;4,7;2,2;47;Valladolid;47191;Velliza
4719201001;0;0;;0,0;47;Valladolid;47192;Ventosa de la Cuesta
4719301001;2;15;7,5;0,1;47;Valladolid;47193;Viana de Cega
4719401001;1;16;16,0;0,4;47;Valladolid;47194;Viloria
4719501001;2;22;11,0;0,4;47;Valladolid;47195;Villabáñez
4719601001;0;0;;;47;Valladolid;47196;Villabaruz de Campos
4719701001;0;0;;0,0;47;Valladolid;47197;Villabrágima
4719801001;0;0;;0,0;47;Valladolid;47198;Villacarralón
4719901001;0;0;;0,0;47;Valladolid;47199;Villacid de Campos
4720001001;0;0;;0,0;47;Valladolid;47200;Villaco
4720301001;0;0;;0,0;47;Valladolid;47203;Villafrades de Campos
4720401001;0;0;;0,0;47;Valladolid;47204;Villafranca de Duero
4720501001;0;0;;0,0;47;Valladolid;47205;Villafrechós
4720601001;0;0;;0,0;47;Valladolid;47206;Villafuerte
4720701001;0;0;;0,0;47;Valladolid;47207;Villagarcía de Campos
4720801001;0;0;;0,0;47;Valladolid;47208;Villagómez la Nueva
4720901001;0;0;;;47;Valladolid;47209;Villalán de Campos
4721001001;2;24;12,0;0,9;47;Valladolid;47210;Villalar de los Comuneros
4721101001;0;0;;0,0;47;Valladolid;47211;Villalba de la Loma
4721201001;0;0;;0,0;47;Valladolid;47212;Villalba de los Alcores
4721301001;0;0;;0,0;47;Valladolid;47213;Villalbarba
4721401001;0;0;;0,0;47;Valladolid;47214;Villalón de Campos
4721401002;1;4;4,0;0,2;47;Valladolid;47214;Villalón de Campos
4721501001;0;0;;0,0;47;Valladolid;47215;Villamuriel de Campos
4721601001;0;0;;0,0;47;Valladolid;47216;Villán de Tordesillas
4721701001;2;8;4,0;0,1;47;Valladolid;47217;Villanubla
4721801001;0;0;;0,0;47;Valladolid;47218;Villanueva de Duero
4721901001;0;0;;;47;Valladolid;47219;Villanueva de la Condesa
4722001001;0;0;;0,0;47;Valladolid;47220;Villanueva de los Caballeros
4722101001;0;0;;0,0;47;Valladolid;47221;Villanueva de los Infantes
4722201001;1;15;15,0;;47;Valladolid;47222;Villanueva de San Mancio
4722301001;0;0;;0,0;47;Valladolid;47223;Villardefrades
4722401001;0;0;;0,0;47;Valladolid;47224;Villarmentero de Esgueva
4722501001;3;28;9,3;6,0;47;Valladolid;47225;Villasexmir
4722601001;0;0;;0,0;47;Valladolid;47226;Villavaquerín
4722701001;0;0;;0,0;47;Valladolid;47227;Villavellid
4722801001;0;0;;0,0;47;Valladolid;47228;Villaverde de Medina
4722901001;0;0;;0,0;47;Valladolid;47229;Villavicencio de los Caballeros
4723001001;0;0;;0,0;47;Valladolid;47230;Wamba
4723101001;0;0;;0,0;47;Valladolid;47231;Zaratán
4723101002;0;0;;0,0;47;Valladolid;47231;Zaratán
4723101003;0;0;;0,0;47;Valladolid;47231;Zaratán
4723101004;0;0;;0,0;47;Valladolid;47231;Zaratán
4723201001;0;0;;0,0;47;Valladolid;47232;Zarza, La
4800101001;0;0;;0,0;48;Bizkaia;48001;Abadiño
4800101002;2;7;3,5;0,4;48;Bizkaia;48001;Abadiño
4800101003;0;0;;0,0;48;Bizkaia;48001;Abadiño
4800101004;1;11;11,0;0,2;48;Bizkaia;48001;Abadiño
4800101005;0;0;;0,0;48;Bizkaia;48001;Abadiño
4800201001;0;0;;0,0;48;Bizkaia;48002;Abanto y Ciérvana-Abanto Zierbena
4800201002;2;8;4,0;0,3;48;Bizkaia;48002;Abanto y Ciérvana-Abanto Zierbena
4800201004;0;0;;0,0;48;Bizkaia;48002;Abanto y Ciérvana-Abanto Zierbena
4800201005;0;0;;0,0;48;Bizkaia;48002;Abanto y Ciérvana-Abanto Zierbena
4800202001;0;0;;0,0;48;Bizkaia;48002;Abanto y Ciérvana-Abanto Zierbena
4800202002;0;0;;0,0;48;Bizkaia;48002;Abanto y Ciérvana-Abanto Zierbena
4800202003;1;2;2,0;0,1;48;Bizkaia;48002;Abanto y Ciérvana-Abanto Zierbena
4800301001;1;2;2,0;0,2;48;Bizkaia;48003;Amorebieta-Etxano
4800301002;0;0;;0,0;48;Bizkaia;48003;Amorebieta-Etxano
4800301003;0;0;;0,0;48;Bizkaia;48003;Amorebieta-Etxano
4800301004;2;4;2,0;0,3;48;Bizkaia;48003;Amorebieta-Etxano
