,name,rating,user_ratings_total,geometry.location.lat,geometry.location.lng,type,coddistsec,subtypes
602,CE Colada Express,3.9,15,39.4663323,-0.35353959999999995,lavanderias,1222,laundry
603,Lavanderia Autoservicio KWL-AQUA,3.9,21,39.4672316,-0.32876170000000005,lavanderias,1115,laundry
606,Las Lavanderas,3.3,6,39.492315999999995,-0.3665888,lavanderias,1533,laundry
607,Lavasec,5.0,3,39.4936886,-0.3825723,lavanderias,1617,laundry
609,Lacolada,3.9,8,39.4800577,-0.327838,lavanderias,1138,laundry
610,KWL - Aqua Lavanderias Autoservicio,3.6,63,39.4640169,-0.34682840000000004,lavanderias,1240,laundry
611,La Lavanderia de Galileo,5.0,1,39.4793623,-0.3400145,lavanderias,1325,laundry
637,PETIT SUPERMERCADO,4.2,5,39.470331,-0.4071896,tiendas,0723,supermarket
638,Dicost Valencia,4.0,57,39.4705049,-0.40276999999999996,tiendas,0710,supermarket
639,Supermercado Consum Valencia Lluís Lamarca,4.3,433,39.470471200000006,-0.4003143,tiendas,0716,supermarket
640,SUMA,4.5,20,39.4740725,-0.3972434,tiendas,0703,supermarket
641,Co Aliment Supermercados,4.5,4,39.4745407,-0.3860445,tiendas,0304,supermarket
642,Supermercados Charter Valencia Archena,4.2,52,39.4718886,-0.40958629999999996,tiendas,0722,supermarket
643,Supermercados Dia,3.8,88,39.4733818,-0.3913277,tiendas,0328,supermarket
644,Supermercados de Confianza,4.0,1,39.4657351,-0.3695193,tiendas,0250,supermarket
645,Supercor Exprés,4.1,300,39.4679977,-0.3942926,tiendas,0720,supermarket
646,Supermercados La Plaza de Dia,3.7,157,39.4653154,-0.3875615,tiendas,0351,supermarket
651,Supermercados Dia,3.5,171,39.4726723,-0.379601,tiendas,0126,supermarket
652,Supermercado El Corte Ingles,4.4,1179,39.45701629999999,-0.3467372,tiendas,1242,supermarket
653,Supermercado El Corte Inglés,3.2,31,39.4798129,-0.3896623,tiendas,0401,supermarket
654,Supermercado Consum Valencia Olivereta,4.2,302,39.471818299999995,-0.3965059,tiendas,0702,supermarket
655,Supermercado El Corte Inglés,4.3,1363,39.4692357,-0.37223140000000005,tiendas,0131,supermarket
658,Supermercado Consum Valencia Arxiduc Carles,4.3,279,39.4633021,-0.39632449999999997,tiendas,0813,supermarket
659,Frutería Javi him super1,5.0,6,39.459698700000004,-0.3937472,tiendas,0817,supermarket
660,Supermercados Dia,3.9,104,39.445079299999996,-0.3909597,tiendas,0937,supermarket
661,Economy Cash,4.3,541,39.457935,-0.3931614,tiendas,0842,supermarket
662,Supermercado Consum València Mare de Déu de la Cabeza,4.2,294,39.4622289,-0.3998297,tiendas,0836,supermarket
663,SUPERMERCADO,3.8,4,39.44654999999999,-0.392138,tiendas,0936,supermarket
664,Kuups Supermercados,4.0,465,39.4695501,-0.3836509,tiendas,0315,supermarket
665,Supermercado Dialprix,4.1,148,39.469601700000005,-0.3799284,tiendas,0134,supermarket
666,Lidl,4.2,2301,39.4576037,-0.4039459,tiendas,0824,supermarket
667,Supermercado de yas,2.8,4,39.4594434,-0.37199679999999996,tiendas,0223,supermarket
668,Supermercados Dia,3.7,118,39.4567786,-0.3741662,tiendas,1046,supermarket
669,Supermercado Consum Valencia Carteros,4.4,350,39.449538700000005,-0.38894650000000003,tiendas,0929,supermarket
670,Supermercado Consum Valencia Llanera de Ranes,4.2,570,39.4533669,-0.3894347,tiendas,0923,supermarket
671,Supermercados Charter,4.2,257,39.445568,-0.3891998,tiendas,0931,supermarket
672,Supermercado Consum Valencia Plaza Segovia,4.3,382,39.4491839,-0.39151529999999996,tiendas,0918,supermarket
673,Supermercados Dia,3.9,126,39.4435234,-0.36698359999999997,tiendas,1031,supermarket
674,SUPERMERCADOS,0.0,0,39.4618028,-0.37367290000000003,tiendas,0219,supermarket
675,Supermercado Consum València Almàssera,4.3,239,39.4527434,-0.3918428,tiendas,0919,supermarket
676,Supermercado Taj Mahal,4.0,138,39.45616709999999,-0.38993059999999996,tiendas,0915,supermarket
677,Supermercados Dia,4.0,88,39.476919,-0.3828414,tiendas,0117,supermarket
678,PRIMAPRIX,4.3,132,39.471521300000006,-0.3798635,tiendas,0123,supermarket
679,Carrefour Express,3.8,221,39.4776126,-0.37668090000000004,tiendas,0103,supermarket
680,Supermercado Consum Valencia Historiador Diago,4.2,205,39.4672306,-0.383756,tiendas,0334,supermarket
681,Dialprix,4.0,120,39.4725061,-0.3842895,tiendas,0302,supermarket
682,Supermercado Consum Valencia Angel Guimerá,4.2,442,39.4693148,-0.3907759,tiendas,0332,supermarket
683,Suma Express,4.6,11,39.4694689,-0.3890627,tiendas,0353,supermarket
684,Supermercados Dia,4.0,564,39.4888912,-0.4050483,tiendas,0418,supermarket
685,"Supermercado Consum Valencia Nicasio Benlloch, 80",4.3,253,39.4918521,-0.3964507,tiendas,1601,supermarket
686,Supermercado Consum Valencia Vall de la Ballestera,4.1,449,39.4796303,-0.39638609999999996,tiendas,0420,supermarket
687,Supermercados coaliment,4.2,40,39.4872839,-0.3904708,tiendas,0416,supermarket
688,Supermercados Charter,4.0,116,39.48597879999999,-0.3925661,tiendas,0415,supermarket
689,Carrefour express,4.1,422,39.49058470000001,-0.4023705,tiendas,0418,supermarket
690,Supermercados De Confianza,5.0,1,39.4913766,-0.3778523,tiendas,1532,supermarket
691,Supermercados Dia,5.0,1,39.462301399999994,-0.3740029,tiendas,0215,supermarket
692,Supermarket Coaliment,4.8,5,39.4604284,-0.3736768,tiendas,0225,supermarket
693,Supermercados Charter Valencia General San Martí,3.8,130,39.4652896,-0.37534709999999993,tiendas,0201,supermarket
694,Supermercado El Corte Inglés,4.3,2018,39.4708088,-0.37145170000000005,tiendas,0130,supermarket
695,Supermercado Fruteria Y Alimentacion,3.8,9,39.4699152,-0.3667641,tiendas,0241,supermarket
696,DIA & Go,4.3,64,39.462315200000006,-0.3740072,tiendas,0215,supermarket
697,Supermercat D' Omar Russafa,4.6,28,39.4636652,-0.37192379999999997,tiendas,0208,supermarket
698,Supermercado Consum València Na Rovella,4.3,604,39.450584,-0.372319,tiendas,1050,supermarket
699,Supermercados Dia,3.8,162,39.4608929,-0.363607,tiendas,1001,supermarket
700,Supermercados Charter,3.5,149,39.45055410000001,-0.3688405,tiendas,1038,supermarket
701,Supermercados Coviran,3.6,107,39.4543655,-0.3595715,tiendas,1052,supermarket
702,Supercor Exprés,4.1,163,39.4569867,-0.35728190000000004,tiendas,1053,supermarket
703,Carrefour Express CEPSA,4.0,72,39.4627759,-0.3624867,tiendas,0257,supermarket
704,Mi compra super mercado,3.7,53,39.471311799999995,-0.35207009999999994,tiendas,1319,supermarket
705,Supermercados Suma,3.0,2,39.46068820000001,-0.3693935,tiendas,0221,supermarket
706,Supermercado Consum Valencia Pianista Amparo Iturbi,4.3,202,39.454914,-0.375793,tiendas,1022,supermarket
707,Supermercado Charter Valencia Peris y Valero,4.1,355,39.4580852,-0.3733955,tiendas,0223,supermarket
708,Supercor Exprés,4.1,150,39.4626266,-0.3639686,tiendas,0204,supermarket
709,masymas,3.9,298,39.458138500000004,-0.36040140000000004,tiendas,1009,supermarket
710,Supermercado frutas y veduras,3.3,3,39.4668919,-0.36460370000000003,tiendas,0245,supermarket
711,SUMA Express,3.9,7,39.461607,-0.362439,tiendas,1001,supermarket
712,Unide Valencia,4.4,29,39.4733497,-0.36758470000000004,tiendas,0109,supermarket
713,Supermercado Consum Valencia Conde Salvatierra,4.3,256,39.469742499999995,-0.36829509999999993,tiendas,0237,supermarket
714,Consum,4.3,442,39.482960999999996,-0.378177,tiendas,0511,supermarket
715,Carrefour Express,3.8,58,39.473081500000006,-0.3752216,tiendas,0128,supermarket
716,Economy Cash,4.2,351,39.4835171,-0.383267,tiendas,0407,supermarket
717,Supermercado Consum València Padre Ferris,4.3,264,39.4839334,-0.38513709999999995,tiendas,0410,supermarket
718,Supermercado Consum València Peset Aleixandre,4.3,281,39.4906423,-0.3812384,tiendas,1525,supermarket
719,Carrefour Express,4.0,249,39.47978579999999,-0.37768609999999997,tiendas,0111,supermarket
720,Consum,4.3,599,39.4827224,-0.37040809999999996,tiendas,0527,supermarket
721,Som Alimentació,4.6,149,39.487509900000006,-0.37377859999999996,tiendas,0540,supermarket
722,Kuups Supermercados,4.0,655,39.491087,-0.3790297,tiendas,1524,supermarket
723,Dinyal Mirza Supermercado,2.6,5,39.488588799999995,-0.3792096,tiendas,0534,supermarket
724,Supermercados Dia,4.0,99,39.4648721,-0.3485618,tiendas,1208,supermarket
725,Supermercados Dia,3.7,148,39.468749,-0.3471574,tiendas,1206,supermarket
726,Supermercado Consum València Serpis,4.2,719,39.4760684,-0.3479415,tiendas,1324,supermarket
727,Supercor Exprés,3.8,162,39.4761039,-0.34729509999999997,tiendas,1324,supermarket
728,Supermercado Consum Valencia Cardenal Benlloch,4.2,555,39.4745834,-0.3529921,tiendas,0611,supermarket
729,BONA CASH SUPERMERCADO,4.4,249,39.46234129999999,-0.33971740000000006,tiendas,1215,supermarket
730,Carrefour Express,4.3,189,39.46039329999999,-0.3508285,tiendas,1241,supermarket
731,"Supermercado Consum Valencia Cardenal Benlloc, 70",4.3,516,39.4699013,-0.35490429999999995,tiendas,1218,supermarket
732,PRIMAPRIX,4.6,80,39.4666395,-0.3531953,tiendas,1222,supermarket
733,bonÀrea,4.2,95,39.4665908,-0.3543916,tiendas,1222,supermarket
734,bonÀrea,4.3,95,39.4624603,-0.34367040000000004,tiendas,1230,supermarket
735,Consum,4.2,6,39.47659110000001,-0.34779770000000004,tiendas,1324,supermarket
736,Supermercado Consum València Av. Puerto,4.3,654,39.466075,-0.3525331,tiendas,1224,supermarket
737,Supermercado Consum Valencia Nazaret,4.1,329,39.45127720000001,-0.3338623,tiendas,1147,supermarket
738,Supermercado Consum Valencia Arquitecto Alfaro,4.2,466,39.4615368,-0.3358021,tiendas,1104,supermarket
739,Supermercado Consum València Rodrigo de Pertegaz,4.3,591,39.4616718,-0.34440129999999997,tiendas,1230,supermarket
740,Coaliment,3.8,153,39.4660136,-0.329176,tiendas,1114,supermarket
741,Maxi Cash Valencia,4.4,126,39.461433500000005,-0.3355612,tiendas,1104,supermarket
742,Economy Cash,4.3,370,39.4634724,-0.35235609999999995,tiendas,1236,supermarket
743,Supermercado Consum Valencia Federico José Siurana,4.2,257,39.4289165,-0.36555909999999997,tiendas,1903,supermarket
744,Consum,4.3,201,39.458073,-0.37340419999999996,tiendas,0223,supermarket
745,Miquel Alimentacio Grup S A,4.0,1,39.45358,-0.37139,tiendas,1018,supermarket
746,Supermercado Consum Valencia Matías Perelló,4.2,667,39.4620486,-0.3661949,tiendas,0206,supermarket
747,Supermercado Consum Valencia Obispo Jaime Pérez,4.3,494,39.45916210000001,-0.3665026,tiendas,1003,supermarket
748,Dia,3.9,94,39.48485429999999,-0.3579851000000001,tiendas,1406,supermarket
750,Supermercado Consum Valencia Emilio Baró,4.0,32,39.490573600000005,-0.3596768,tiendas,1529,supermarket
751,Supercor,4.2,190,39.489762,-0.366087,tiendas,1533,supermarket
752,VALENCIA DOLORES MARQUÉS,4.3,478,39.487373,-0.36228740000000004,tiendas,1416,supermarket
753,Supermercat Consum València Batxiller,4.3,346,39.4811583,-0.3612572,tiendas,0617,supermarket
755,Supermercado Consum Valencia Padre Viñas,4.3,292,39.4928331,-0.37130559999999996,tiendas,1505,supermarket
756,Supermercado Dialprix,4.1,7,39.497087,-0.3741561,tiendas,1518,supermarket
757,Consum Supermercado,4.3,377,39.494907,-0.380193,tiendas,1521,supermarket
758,Carrefour Express CEPSA,3.8,98,39.4972724,-0.3828353,tiendas,1617,supermarket
759,Supermercados Charter,2.9,28,39.4974701,-0.3769671,tiendas,1519,supermarket
760,Supermercados Charter,4.2,79,39.4963419,-0.3732149,tiendas,1517,supermarket
761,Lidl,4.2,989,39.486964,-0.3746915,tiendas,0540,supermarket
762,Supermercado Consum València General Llorens,4.3,286,39.491391899999996,-0.3855396,tiendas,1616,supermarket
763,Supermercado Consum València Fray Pedro Vives,4.2,517,39.4868115,-0.3731990000000001,tiendas,0540,supermarket
764,Supermercado Consum Valencia Salvador Rubio,4.3,227,39.4987912,-0.394514,tiendas,1621,supermarket
765,Supermercado Consum València Av. Levante,4.4,544,39.495187,-0.390844,tiendas,1629,supermarket
767,Supermercado Consum València Av. Burjassot,4.1,362,39.4892761,-0.3898934000000001,tiendas,1610,supermarket
768,Supermercados Charter,4.4,51,39.489744200000004,-0.3861107,tiendas,1606,supermarket
769,"Supermercado Consum Valencia Nicasio Benlloch, 12",4.3,427,39.4880957,-0.3895141,tiendas,0412,supermarket
770,Mercadona,4.1,732,39.49309710000001,-0.3928995,tiendas,1612,supermarket
772,Supermercados Dia,3.7,264,39.4726004,-0.3335606,tiendas,1126,supermarket
773,Supermercado Ruso Baltika,4.5,356,39.466708700000005,-0.3387013,tiendas,1238,supermarket
774,Supermercado Consum Valencia Serrería,4.2,574,39.4649795,-0.33606030000000003,tiendas,1243,supermarket
775,Supermercados Charter,4.0,236,39.47151220000001,-0.33305840000000003,tiendas,1126,supermarket
776,Kuups,4.0,570,39.472592799999994,-0.3377908,tiendas,1325,supermarket
777,Supermercado Dialprix,4.7,48,39.4684207,-0.3429429,tiendas,1330,supermarket
778,Mercadona,4.3,140,39.468655600000005,-0.33788959999999996,tiendas,1302,supermarket
779,Supermercados Consum Valencia Blasco Ibáñez,4.2,679,39.471861600000004,-0.344381,tiendas,1312,supermarket
780,FriCarne,4.2,50,39.422123799999994,-0.3391484,tiendas,1906,supermarket
781,Supermercados Charter Valencia Enrique Navarro,3.5,107,39.484455,-0.35697870000000004,tiendas,1406,supermarket
782,Supermercado Consum València Amadeo de Saboya,4.2,566,39.473201,-0.358951,tiendas,0608,supermarket
783,Carrefour Express,3.9,647,39.4717828,-0.3387905,tiendas,1325,supermarket
784,Consum,4.3,897,39.4835951,-0.3272173,tiendas,1139,supermarket
787,Supermercados Dia,3.7,110,39.5031834,-0.4199301,tiendas,1803,supermarket
792,Supermercado,4.6,5,39.4815026,-0.38502770000000003,tiendas,0408,supermarket
812,DIA,0.0,0,39.503214299999996,-0.41986809999999997,tiendas,1803,supermarket
832,Supermercados Charter,2.7,7,39.35703600000001,-0.32193099999999997,tiendas,1908,supermarket
833,Supermercado. Frutas Y Verduras.,3.1,25,39.383407399999996,-0.33329970000000003,tiendas,1908,supermarket
834,Supermercado,4.3,6,39.3073103,-0.2968122,tiendas,1916,supermarket
836,Supermercado Roig,3.7,74,39.3831091,-0.3325671,tiendas,1908,supermarket
837,Supermercado Pepita,4.5,56,39.27943,-0.27713000000000004,tiendas,1916,supermarket
841,Coaliment Supermercado Lopez,4.3,46,39.2945986,-0.2872817,tiendas,1916,supermarket
846,Supermercados Charter,3.5,184,39.4269375,-0.3639974,tiendas,1904,supermarket
848,Supermercados Charter Valencia Pinedo,3.9,53,39.4218378,-0.3381113,tiendas,1906,supermarket
862,Supermercado Consum València Av. Real Madrid,4.4,401,39.432414,-0.39168000000000003,tiendas,1914,supermarket
865,Supermercados Charter,4.3,114,39.4394849,-0.3892703,tiendas,0939,supermarket
885,Supermercado Consum València Av. Estación,4.2,349,39.5004032,-0.4227116,tiendas,1808,supermarket
886,Supermercado Consum Benimamet,4.2,388,39.5022483,-0.42121329999999996,tiendas,1803,supermarket
888,Supermercados Charter,4.4,132,39.5069299,-0.42810879999999996,tiendas,1807,supermarket
905,Extintores Celta,0.0,0,39.475158,-0.39261090000000004,tiendas,0326,store
906,Hogar y Moda,5.0,2,39.47133710000001,-0.3966886,tiendas,0702,store
907,iLucMarket - Tienda Oficial,5.0,2,39.46296160000001,-0.3905628,tiendas,0815,store
908,Ericonstruct,0.0,0,39.4717499,-0.3987693,tiendas,0741,home_goods_store
909,Texturas,0.0,0,39.45819229999999,-0.3742652,tiendas,0223,store
910,Moda Y Bazar,0.0,0,39.4706403,-0.393726,tiendas,0706,store
911,TIENDA BETEL,5.0,8,39.46307350000001,-0.4001725,tiendas,0836,home_goods_store
912,Tienda 100,3.0,1,39.456018900000004,-0.3724421,tiendas,1016,store
914,Complementos Y Decoracion,0.0,0,39.48010170000001,-0.396181,tiendas,0405,store
915,Original & Essential,0.0,0,39.4717775,-0.3662518,tiendas,0240,store
916,D-Comp,4.6,11,39.4604054,-0.4127304,tiendas,0824,electronics_store
917,Boutique dec,0.0,0,39.4691987,-0.37053379999999997,tiendas,0235,store
918,HECHIZO Denim Moda,5.0,3,39.4807192,-0.39092550000000004,tiendas,0401,store
921,Homoludicus Valencia,4.9,563,39.4685729,-0.3869018,tiendas,0348,store
923,Artícles De Tots,0.0,0,39.4836976,-0.3698315,tiendas,0527,store
925,ONG A.M.A. España,5.0,3,39.4512252,-0.3920533,tiendas,0919,book_store
926,TIERRA DE GRACIA,5.0,11,39.459897,-0.388756,tiendas,0903,grocery_or_supermarket
927,Misaco,0.0,0,39.4713396,-0.36987020000000004,tiendas,0130,clothing_store
928,TEDi,3.9,430,39.4580108,-0.3891265,tiendas,0905,home_goods_store
930,Magenta Pinturas,5.0,2,39.46372969999999,-0.3966531,tiendas,0813,home_goods_store
931,Blat Market,3.7,6,39.448223999999996,-0.3894081,tiendas,0928,convenience_store
932,Gestión Y Servicios Comerciales S L,0.0,0,39.4654794,-0.39141090000000006,tiendas,0803,home_goods_store
933,Easy Cloth,5.0,1,39.4504791,-0.39186909999999997,tiendas,0920,clothing_store
934,Coelectric,0.0,0,39.4501214,-0.39303720000000003,tiendas,0918,electronics_store
935,Mercafilo SL,5.0,4,39.4550081,-0.3827709,tiendas,0910,home_goods_store
936,Bisutería y complementos JY,5.0,1,39.4526467,-0.3783342,tiendas,1028,jewelry_store
937,Microcoste.com,4.5,15,39.455682,-0.384216,tiendas,0912,electronics_store
938,LA CROMERIA,4.6,131,39.443250299999995,-0.39244270000000003,tiendas,0930,store
939,Kiosko del barrio,3.8,4,39.440209700000004,-0.3885613,tiendas,0938,store
940,Herbodietetica El Jardin,4.8,28,39.451733000000004,-0.387997,tiendas,0926,store
941,La Tenda Acampa Scout,4.7,45,39.474690700000004,-0.3782474,tiendas,0125,store
942,100% PIRATA,4.5,8,39.4735576,-0.3772748,tiendas,0125,store
943,Comercio JM,5.0,8,39.471453499999996,-0.37842309999999996,tiendas,0126,clothing_store
944,Mosaico Manufacturing & Trading SL,4.8,33,39.473671200000005,-0.3775813,tiendas,0125,home_goods_store
945,Tiendas De Bordado y Pasamanería,0.0,0,39.4736917,-0.3764403,tiendas,0125,store
946,Yo Recortador,0.0,0,39.4688568,-0.3933227,tiendas,0707,clothing_store
947,Traspasalia,5.0,6,39.490097999999996,-0.4011757,tiendas,0418,real_estate_agency
948,La Casa de las Carcasas,4.6,10,39.4812153,-0.3921301,tiendas,0401,store
949,Tenda Granota,4.7,141,39.49412299999999,-0.3645886,tiendas,1533,store
950,Latintadelavida.com,0.0,0,39.4785719,-0.3949144,tiendas,0420,electronics_store
952,Intersport Nuevo Centro,3.9,226,39.479933200000005,-0.38998390000000005,tiendas,0401,store
953,ART SHOP,4.5,2,39.468089299999995,-0.3739427,tiendas,0132,home_goods_store
954,Lokita Botones.Mercería Creativa,4.3,36,39.4613822,-0.375399,tiendas,0219,jewelry_store
955,teqniko: reparacion de móviles de marcas,4.6,109,39.4659852,-0.3799108,tiendas,0313,store
956,Tienda americana,4.0,1,39.4645563,-0.3723782,tiendas,0214,supermarket
957,Bazar Yong Da,3.5,12,39.4522611,-0.3741009,tiendas,1026,store
959,Ninfa Sol,0.0,0,39.450591100000004,-0.3728661,tiendas,1050,home_goods_store
960,Texxturas,0.0,0,39.45223789999999,-0.3711104,tiendas,1032,home_goods_store
962,"Tienda de articulos de hostelería, maquinaria industrial y demas",5.0,1,39.44975549999999,-0.3737744000000001,tiendas,1027,store
963,MISAKO,3.9,65,39.45254620000001,-0.3550243,tiendas,1040,store
964,Aighard Merchandise Webshop,0.0,0,39.4528296,-0.37548000000000004,tiendas,1023,clothing_store
965,The Flow Store,5.0,1,39.4637156,-0.3707749,tiendas,0208,clothing_store
966,Bazar Mont-Olivet,4.2,37,39.459228,-0.361102,tiendas,1009,hardware_store
967,La Tienda,2.0,1,39.46231640000001,-0.3661986,tiendas,0206,home_goods_store
968,muebles.com,4.2,5,39.4638545,-0.3661909,tiendas,0251,furniture_store
969,Foc i Fill,4.3,8,39.4661815,-0.3538901,tiendas,1236,food
970,Visnus Software,5.0,9,39.4622005,-0.3625929,tiendas,1001,electronics_store
971,Tiendaa de Fotos,0.0,0,39.4756098,-0.36360390000000004,tiendas,0601,store
972,RELEC,1.0,1,39.4769376,-0.37501999999999996,tiendas,0101,clothing_store
973,La tenda del descans,3.8,24,39.482673600000005,-0.3597748,tiendas,1415,furniture_store
974,Accesorios Gopro Sjcam,4.0,5,39.4922052,-0.3783411,tiendas,1532,electronics_store
975,Audio Recording School S.l.l.,0.0,0,39.4963862,-0.3761228,tiendas,1520,electronics_store
976,"Vents, Muntanya i Natura, S.L.",4.5,285,39.486193,-0.377112,tiendas,0516,store
977,Velas Feli,0.0,0,39.493473,-0.38926900000000003,tiendas,1615,food
978,Tenda,0.0,0,39.4709874,-0.3874725,tiendas,0318,store
979,La Tenda Del Descans,2.9,10,39.4632786,-0.34562790000000004,tiendas,1227,furniture_store
980,Movil Y Graficos Tienda De Moviles,5.0,1,39.47243579999999,-0.3487106,tiendas,1321,store
981,M+P Colchones,5.0,24,39.4706812,-0.35218740000000004,tiendas,1219,furniture_store
982,Acierto Exprés,4.5,4,39.462813399999995,-0.3612101,tiendas,1001,furniture_store
983,Alimentacion Campoamor,4.8,6,39.47268629999999,-0.351198,tiendas,1317,grocery_or_supermarket
985,Tiger,4.3,35,39.456303399999996,-0.34627620000000003,tiendas,1242,store
986,Ahorro de todo,0.0,0,39.461515999999996,-0.346464,tiendas,1226,home_goods_store
987,ESSENCIAL Alimentos,5.0,8,39.4588034,-0.346554,tiendas,1242,convenience_store
988,Sicher,0.0,0,39.452618900000004,-0.3552356,tiendas,1040,store
989,Prénatal VALENCIA-ECI AV FRANCE,0.0,0,39.45717399999999,-0.34725700000000004,tiendas,1242,clothing_store
990,La Casa De Las Carcasas,3.9,271,39.45242409999999,-0.3558547,tiendas,1040,store
991,Incarlopsa,4.0,17,39.4383735,-0.3504354,tiendas,1041,store
992,VLphones,0.0,0,39.452180600000005,-0.35634770000000004,tiendas,1040,store
993,Natura,4.1,84,39.4519448,-0.3573066,tiendas,1040,shoe_store
994,Reclamos Barrachina,5.0,53,39.485749,-0.361121,tiendas,1410,clothing_store
995,Papeleria Ana BENIMACLET,4.8,112,39.4887063,-0.3587053,tiendas,1422,store
996,OyD informatica,4.3,13,39.492120799999995,-0.35829590000000006,tiendas,1419,electronics_store
997,"Fenix informaticas/Tienda de ordenadores, Móviles y reparación en Valencia",0.0,0,39.495922,-0.369576,tiendas,1510,store
999,carterasymonederos.com,4.0,1,39.490210499999996,-0.3652562,tiendas,1533,store
1000,La Tenda De Bego,0.0,0,39.49244470000001,-0.3810406,tiendas,1524,store
1001,Happy Bike,4.9,19,39.4943311,-0.377723,tiendas,1521,bicycle_store
1002,Soluciones Y Tecnologías De Mediterráneo,0.0,0,39.49201190000001,-0.38366859999999997,tiendas,1624,electronics_store
1003,Fruteria Y Alimentos,0.0,0,39.492952700000004,-0.3712486,tiendas,1505,grocery_or_supermarket
1004,Mercado Benicalar,4.5,2,39.4876454,-0.39545050000000004,tiendas,1628,clothing_store
1005,Provalgraf,0.0,0,39.4995185,-0.3906638,tiendas,1623,store
1006,Frutas verdura alimentación,5.0,6,39.49409470000001,-0.40468540000000003,tiendas,1804,grocery_or_supermarket
1008,Cos,0.0,0,39.4934067,-0.3994733,tiendas,1619,clothing_store
1009,kayloula.com,0.0,0,39.4707445,-0.3252481,tiendas,1119,furniture_store
1010,Clotxines Valereta,5.0,2,39.474205700000006,-0.3261544,tiendas,1119,convenience_store
1011,Super Amir Tienda,4.7,20,39.4742255,-0.3294652,tiendas,1131,grocery_or_supermarket
1012,IBERACE,0.0,0,39.467878999999996,-0.3397060000000001,tiendas,1301,clothing_store
1013,MERCERIA PALOMA BONACHEA,4.4,21,39.4677003,-0.33090990000000003,tiendas,1118,store
1014,Magazin Românesc ELA,4.8,42,39.4678615,-0.3294583,tiendas,1115,convenience_store
1015,Tonino Guitian,0.0,0,39.46626819999999,-0.3323038,tiendas,1117,home_goods_store
1016,Leidy Victoria piensos naturales,5.0,13,39.4660209,-0.3367112,tiendas,1243,pet_store
1017,Cuencos Tibetanos,0.0,0,39.458535100000006,-0.3379972,tiendas,1102,home_goods_store
1018,P.I.F,2.8,4,39.4430071,-0.3285703,tiendas,1106,store
1019,Báscula TEMGRA,4.3,4,39.4433271,-0.3235495,tiendas,1106,store
1020,Frío puerto ampliación,3.8,13,39.4429778,-0.32913790000000004,tiendas,1106,store
1021,M Y H -Tu Tienda de barrio-,0.0,0,39.4487798,-0.33381,tiendas,1146,clothing_store
1022,WMQA STORE,0.0,0,39.4471372,-0.33483720000000006,tiendas,1148,store
1023,Por Amor al Arte,0.0,0,39.4489862,-0.3343877,tiendas,1146,store
1024,Transcoma Logistics,1.0,1,39.459422499999995,-0.3367928000000001,tiendas,1102,store
1025,Nuevo en Tí,4.3,22,39.4624914,-0.3380849,tiendas,1215,clothing_store
1026,Grupo Picanya 2012 S L,0.0,0,39.4574335,-0.344724,tiendas,1242,furniture_store
1027,Instamarca,0.0,0,39.462131,-0.32907600000000004,tiendas,1106,clothing_store
1028,Pantalones Para Todos,0.0,0,39.473978100000004,-0.34237270000000003,tiendas,1327,clothing_store
1029,Droid House,4.2,37,39.4721888,-0.35377909999999996,tiendas,1316,store
1030,Eng Cheng super store,3.6,98,39.477488799999996,-0.3279321,tiendas,1134,store
1031,dmr Informatica,0.0,0,39.471474799999996,-0.3367555,tiendas,1140,electronics_store
1032,Super Amir Tienda,4.8,5,39.47421129999999,-0.32948059999999996,tiendas,1131,grocery_or_supermarket
1033,Señorís Pastelería Panadería,4.5,2,39.47433710000001,-0.3292314,tiendas,1131,store
1034,Hai Na Bai Chuang,3.8,16,39.4840484,-0.32761740000000006,tiendas,1139,store
1035,FOX DEDS,0.0,0,39.4704139,-0.3418927,tiendas,1305,clothing_store
1036,CUCO,0.0,0,39.480548299999995,-0.32792990000000005,tiendas,1138,clothing_store
1037,Tienda Oficial Movistar,5.0,1,39.500616,-0.39275229999999994,tiendas,1623,store
1038,Zahid Locutorio,3.4,5,39.4986617,-0.39432340000000005,tiendas,1621,store
1039,María Marco Aguilar,4.5,8,39.5170486,-0.3782487,tiendas,1703,grocery_or_supermarket
1040,Fustaller S.L.,0.0,0,39.50696,-0.3857,tiendas,1702,furniture_store
1044,Fàbrica I Restauraciò Tapisseria,0.0,0,39.518128600000004,-0.36019320000000005,tiendas,1701,furniture_store
1048,Mascotas Semillas Accesorios,0.0,0,39.5222312,-0.3576239,tiendas,1701,pet_store
1051,Tienda Supercor Stop & Go,0.0,0,39.517270700000005,-0.3605623,tiendas,1701,store
1079,Zarto,5.0,3,39.5177387,-0.3860431,tiendas,1703,shoe_store
1080,Fabricación de Muebles,0.0,0,39.5396309,-0.4038118,tiendas,1706,furniture_store
1113,Sucremel,5.0,1,39.3570285,-0.3219514,tiendas,1908,store
1114,Alonso Salcedo,5.0,1,39.408769899999996,-0.33843,tiendas,1907,store
1117,Quisco de prensa,5.0,2,39.382416299999996,-0.3321638,tiendas,1908,home_goods_store
1123,Look&Lock,0.0,0,39.417755,-0.33918740000000003,tiendas,1907,electronics_store
1124,Cristaleria Valencia - Cristaleros de Confianza Vival ®,4.9,15,39.4151532,-0.33520859999999997,tiendas,1907,store
1126,Camara Adrian,0.0,0,39.42243330000001,-0.3606542,tiendas,1905,home_goods_store
