location_raw;Fuente de ingreso: salario;Fuente de ingreso: pensiones;Fuente de ingreso: prestaciones por desempleo;Fuente de ingreso: otras prestaciones;Fuente de ingreso: otros ingresos
1926301 Taragudo distrito 01;;;;;
1926301001 Taragudo sección 01001;;;;;
33071 Taramundi;4639;4505;162;814;1375
3307101 Taramundi distrito 01;4639;4505;162;814;1375
3307101001 Taramundi sección 01001;4639;4505;162;814;1375
16203 Tarancón;7910;2124;291;446;1134
1620301 Tarancón distrito 01;7331;2424;272;557;1197
1620301001 Tarancón sección 01001;6165;2364;308;615;854
1620301002 Tarancón sección 01002;8170;2468;246;515;1444
1620302 Tarancón distrito 02;8340;1985;297;410;1123
1620302001 Tarancón sección 02001;8133;2100;233;369;1347
1620302002 Tarancón sección 02002;7940;2045;296;471;990
1620302003 Tarancón sección 02003;9295;1367;401;373;812
1620302004 Tarancón sección 02004;8358;2123;280;454;1189
1620302005 Tarancón sección 02005;8423;1985;352;342;1098
1620303 Tarancón distrito 03;5621;2460;290;421;1022
1620303001 Tarancón sección 03001;5621;2460;290;421;1022
19264 Taravilla;;;;;
1926401 Taravilla distrito 01;;;;;
1926401001 Taravilla sección 01001;;;;;
50251 Tarazona;8576;3192;227;542;1217
5025101 Tarazona distrito 01;8576;3192;227;542;1217
5025101001 Tarazona sección 01001;6883;2738;241;493;652
5025101003 Tarazona sección 01003;7850;3157;179;726;786
5025101004 Tarazona sección 01004;8448;3758;239;595;1244
5025101005 Tarazona sección 01005;8625;4369;183;577;2453
5025101006 Tarazona sección 01006;10035;2525;221;425;1221
5025101007 Tarazona sección 01007;6661;3579;316;563;1207
5025101008 Tarazona sección 01008;6687;3629;266;377;594
5025101009 Tarazona sección 01009;7749;3541;169;718;1408
5025101010 Tarazona sección 01010;11070;2266;224;614;1301
37317 Tarazona de Guareña;4257;3266;252;495;2334
3731701 Tarazona de Guareña distrito 01;4257;3266;252;495;2334
3731701001 Tarazona de Guareña sección 01001;4257;3266;252;495;2334
02073 Tarazona de la Mancha;5447;2052;299;399;1632
0207301 Tarazona de la Mancha distrito 01;5484;1954;296;417;1560
0207301001 Tarazona de la Mancha sección 01001;5776;1780;318;428;1402
0207301002 Tarazona de la Mancha sección 01002;4971;1995;307;414;1839
0207301003 Tarazona de la Mancha sección 01003;5445;2255;241;400;1580
0207302 Tarazona de la Mancha distrito 02;5346;2322;308;346;1831
0207302001 Tarazona de la Mancha sección 02001;5950;2177;271;272;2243
0207302002 Tarazona de la Mancha sección 02002;4701;2477;347;425;1391
03127 Tàrbena;3311;3541;177;499;1302
0312701 Tàrbena distrito 01;3311;3541;177;499;1302
0312701001 Tàrbena sección 01001;3311;3541;177;499;1302
37318 Tardáguila;7405;3461;115;367;2569
3731801 Tardáguila distrito 01;7405;3461;115;367;2569
3731801001 Tardáguila sección 01001;7405;3461;115;367;2569
09377 Tardajos;10218;2951;150;429;1952
0937701 Tardajos distrito 01;10218;2951;150;429;1952
0937701001 Tardajos sección 01001;10218;2951;150;429;1952
42181 Tardelcuende;7712;4458;174;511;1119
4218101 Tardelcuende distrito 01;7712;4458;174;511;1119
4218101001 Tardelcuende sección 01001;7712;4458;174;511;1119
22226 Tardienta;7451;4070;109;452;2127
2222601 Tardienta distrito 01;7451;4070;109;452;2127
2222601001 Tardienta sección 01001;7451;4070;109;452;2127
34181 Tariego de Cerrato;9313;2986;381;441;689
3418101 Tariego de Cerrato distrito 01;9313;2986;381;441;689
3418101001 Tariego de Cerrato sección 01001;9313;2986;381;441;689
11035 Tarifa;6537;2080;415;574;1582
1103501 Tarifa distrito 01;6636;2007;427;607;1391
1103501001 Tarifa sección 01001;5100;2852;335;629;3352
1103501002 Tarifa sección 01002;6722;1794;514;483;966
1103501004 Tarifa sección 01004;7701;1778;486;540;1671
1103501005 Tarifa sección 01005;5217;2885;445;665;739
1103501006 Tarifa sección 01006;6312;2211;376;761;1213
1103501007 Tarifa sección 01007;7156;2247;377;770;1327
1103501008 Tarifa sección 01008;5055;2523;405;679;466
1103501009 Tarifa sección 01009;5603;2992;381;602;1368
1103501010 Tarifa sección 01010;7119;961;501;492;1257
1103501011 Tarifa sección 01011;8671;1018;383;509;1605
1103502 Tarifa distrito 02;6212;2315;377;467;2204
1103502001 Tarifa sección 02001;7319;2373;295;452;3534
1103502002 Tarifa sección 02002;5551;2034;406;404;1099
1103502003 Tarifa sección 02003;6020;2488;405;523;2206
42182 Taroda;;;;;
4218201 Taroda distrito 01;;;;;
4218201001 Taroda sección 01001;;;;;
43148 Tarragona;10282;3582;260;654;1628
4314801 Tarragona distrito 01;8930;2312;366;679;1575
4314801001 Tarragona sección 01001;8930;2312;366;679;1575
4314802 Tarragona distrito 02;10392;2771;281;534;1848
4314802001 Tarragona sección 02001;10392;2771;281;534;1848
4314803 Tarragona distrito 03;16748;4549;171;589;5894
4314803001 Tarragona sección 03001;10465;2632;260;483;1522
4314803002 Tarragona sección 03002;16259;5477;164;559;7248
4314803003 Tarragona sección 03003;20479;4668;131;673;6891
4314804 Tarragona distrito 04;11030;5576;211;655;2624
4314804001 Tarragona sección 04001;10807;4976;190;686;4011
4314804002 Tarragona sección 04002;9695;4735;258;633;2856
4314804003 Tarragona sección 04003;9356;4128;244;623;1523
4314804004 Tarragona sección 04004;10459;4793;234;737;1263
4314804005 Tarragona sección 04005;9000;7009;210;641;1664
4314804006 Tarragona sección 04006;10917;7111;189;501;3133
4314804007 Tarragona sección 04007;10408;4760;224;744;1768
4314804008 Tarragona sección 04008;9600;5944;172;595;1823
4314804009 Tarragona sección 04009;14867;5492;176;686;3542
4314804010 Tarragona sección 04010;8086;4579;263;691;1061
4314804012 Tarragona sección 04012;10049;7136;196;776;10217
4314804014 Tarragona sección 04014;9171;6213;197;602;1408
4314804015 Tarragona sección 04015;13205;5598;254;729;2293
4314804016 Tarragona sección 04016;15175;5412;223;651;2549
4314805 Tarragona distrito 05;9435;4150;264;627;1999
4314805001 Tarragona sección 05001;11836;5734;241;647;6883
4314805002 Tarragona sección 05002;10434;4455;224;532;2757
4314805003 Tarragona sección 05003;8729;4504;234;580;2251
4314805004 Tarragona sección 05004;10462;4242;243;672;1410
4314805005 Tarragona sección 05005;9891;3029;279;511;958
4314805006 Tarragona sección 05006;7848;2849;324;454;358
4314805007 Tarragona sección 05007;8619;3428;349;751;985
4314805008 Tarragona sección 05008;8604;5175;245;903;1718
4314806 Tarragona distrito 06;10074;4112;250;663;1410
4314806001 Tarragona sección 06001;10550;6029;171;766;1615
4314806002 Tarragona sección 06002;12146;2987;244;674;1166
4314806003 Tarragona sección 06003;9004;2690;271;657;695
4314806004 Tarragona sección 06004;8138;2718;464;404;1213
4314806005 Tarragona sección 06005;8658;1808;301;630;418
4314806006 Tarragona sección 06006;4795;2124;308;565;226
4314806008 Tarragona sección 06008;10097;5315;226;602;2710
4314806009 Tarragona sección 06009;11191;4253;213;697;1398
4314806010 Tarragona sección 06010;9379;6107;245;700;2272
4314806011 Tarragona sección 06011;7619;5429;198;674;1487
4314806012 Tarragona sección 06012;14875;6639;209;786;3182
4314806013 Tarragona sección 06013;8515;5503;205;719;981
4314806015 Tarragona sección 06015;5219;2676;332;636;249
4314806016 Tarragona sección 06016;13424;3668;216;651;1459
4314807 Tarragona distrito 07;12262;3113;241;654;1667
4314807001 Tarragona sección 07001;10508;3386;281;832;980
4314807002 Tarragona sección 07002;13157;2537;234;620;1163
4314807003 Tarragona sección 07003;8421;2619;279;688;738
4314807004 Tarragona sección 07004;13751;1970;263;531;1039
4314807005 Tarragona sección 07005;4097;1526;367;708;105
4314807006 Tarragona sección 07006;5469;3415;336;608;497
4314807007 Tarragona sección 07007;14047;5353;197;581;6344
4314807008 Tarragona sección 07008;17153;3529;141;703;1932
4314807010 Tarragona sección 07010;6346;2936;329;726;455
4314807011 Tarragona sección 07011;7476;4643;262;778;599
4314807012 Tarragona sección 07012;7297;2177;320;644;361
4314807013 Tarragona sección 07013;15502;4795;194;697;3604
4314807014 Tarragona sección 07014;15277;6354;137;888;6049
4314807015 Tarragona sección 07015;8894;4760;239;569;513
4314807016 Tarragona sección 07016;15571;3770;203;580;4295
4314807017 Tarragona sección 07017;15762;3617;200;761;1654
4314807018 Tarragona sección 07018;11840;2613;249;779;945
4314807019 Tarragona sección 07019;9568;2199;281;503;561
4314807020 Tarragona sección 07020;17860;2134;164;695;1971
4314807021 Tarragona sección 07021;13404;1674;262;554;729
4314807022 Tarragona sección 07022;11663;2601;191;551;751
4314807023 Tarragona sección 07023;19308;1960;203;614;1979
4314808 Tarragona distrito 08;6751;2565;324;667;370
4314808001 Tarragona sección 08001;5926;2522;400;544;276
4314808002 Tarragona sección 08002;5774;2701;337;724;507
4314808003 Tarragona sección 08003;6829;2228;306;644;456
4314808004 Tarragona sección 08004;5663;4368;272;724;435
4314808005 Tarragona sección 08005;7321;2166;323;768;359
4314808006 Tarragona sección 08006;7772;3444;254;690;456
4314808007 Tarragona sección 08007;7371;3485;331;623;384
4314808008 Tarragona sección 08008;5595;2149;375;708;318
4314808009 Tarragona sección 08009;9402;2174;284;532;478
4314808010 Tarragona sección 08010;3253;1613;363;760;63
4314808011 Tarragona sección 08011;8773;3154;243;745;535
4314808012 Tarragona sección 08012;2406;1814;431;849;62
4314808013 Tarragona sección 08013;8332;2512;312;567;483
4314808014 Tarragona sección 08014;6501;1986;364;731;169
4314809 Tarragona distrito 09;6476;2214;336;683;430
4314809001 Tarragona sección 09001;7446;2110;328;665;355
4314809002 Tarragona sección 09002;5499;2480;322;807;319
4314809003 Tarragona sección 09003;5901;2176;324;449;624
4314809004 Tarragona sección 09004;5961;2049;376;744;421
4314809005 Tarragona sección 09005;;;;;
4314809006 Tarragona sección 09006;;;;;
4314809008 Tarragona sección 09008;6296;2069;302;873;441
4314809009 Tarragona sección 09009;6894;2425;316;681;497
4314809010 Tarragona sección 09010;7048;2286;361;597;403
25217 Tàrrega;8655;2520;237;549;1473
2521701 Tàrrega distrito 01;8320;2550;229;612;1241
2521701001 Tàrrega sección 01001;8828;2115;236;561;1081
2521701002 Tàrrega sección 01002;7331;3398;214;710;1553
2521702 Tàrrega distrito 02;9299;2447;220;505;1561
2521702001 Tàrrega sección 02001;10027;2562;230;494;1775
2521702002 Tàrrega sección 02002;8339;3008;179;513;1724
2521702003 Tàrrega sección 02003;9612;1771;251;507;1200
2521703 Tàrrega distrito 03;8459;2423;263;526;1388
2521703001 Tàrrega sección 03001;8058;2357;295;485;1004
2521703002 Tàrrega sección 03002;7285;3043;241;498;1311
2521703003 Tàrrega sección 03003;9644;2096;242;587;1850
2521704 Tàrrega distrito 04;8087;2799;245;590;1764
2521704001 Tàrrega sección 04001;7230;3238;269;553;2561
2521704002 Tàrrega sección 04002;8509;2584;233;608;1372
25218 Tarrés;8300;4960;117;510;1312
2521801 Tarrés distrito 01;8300;4960;117;510;1312
2521801001 Tarrés sección 01001;8300;4960;117;510;1312
25219 Tarroja de Segarra;8244;3400;173;808;1989
2521901 Tarroja de Segarra distrito 01;8244;3400;173;808;1989
2521901001 Tarroja de Segarra sección 01001;8244;3400;173;808;1989
19265 Tartanedo;3551;7374;146;246;2862
1926501 Tartanedo distrito 01;3551;7374;146;246;2862
1926501001 Tartanedo sección 01001;3551;7374;146;246;2862
50252 Tauste;7660;2669;189;331;2960
5025201 Tauste distrito 01;7088;2845;189;342;3218
5025201001 Tauste sección 01001;7088;2845;189;342;3218
5025202 Tauste distrito 02;8177;2308;192;302;3619
5025202001 Tauste sección 02001;8177;2308;192;302;3619
5025203 Tauste distrito 03;7803;3096;189;338;2656
5025203001 Tauste sección 03001;7803;3096;189;338;2656
5025204 Tauste distrito 04;7442;2578;186;346;2322
5025204001 Tauste sección 04001;7442;2578;186;346;2322
46237 Tavernes Blanques;7583;2787;340;668;1232
4623701 Tavernes Blanques distrito 01;7583;2787;340;668;1232
4623701001 Tavernes Blanques sección 01001;7125;3177;365;713;720
4623701002 Tavernes Blanques sección 01002;6808;3953;290;805;1637
4623701003 Tavernes Blanques sección 01003;7902;2155;375;798;838
4623701004 Tavernes Blanques sección 01004;9209;2347;303;632;2564
4623701005 Tavernes Blanques sección 01005;6635;3406;343;574;919
4623701006 Tavernes Blanques sección 01006;5783;2584;417;758;1212
4623701007 Tavernes Blanques sección 01007;7965;2846;332;537;1008
4623701008 Tavernes Blanques sección 01008;8274;1327;304;592;904
4623701009 Tavernes Blanques sección 01009;7083;4191;351;680;936
46238 Tavernes de la Valldigna;7304;2857;373;636;2576
4623801 Tavernes de la Valldigna distrito 01;5675;2590;420;717;760
4623801001 Tavernes de la Valldigna sección 01001;4491;2547;574;659;404
4623801002 Tavernes de la Valldigna sección 01002;3767;2558;430;840;382
4623801004 Tavernes de la Valldigna sección 01004;5486;2988;327;827;792
4623801005 Tavernes de la Valldigna sección 01005;7762;2470;368;615;1209
4623802 Tavernes de la Valldigna distrito 02;6811;2831;361;637;1380
4623802001 Tavernes de la Valldigna sección 02001;6918;2510;380;585;1211
4623802002 Tavernes de la Valldigna sección 02002;6507;2846;362;670;742
4623802003 Tavernes de la Valldigna sección 02003;6978;3236;334;670;2248
4623803 Tavernes de la Valldigna distrito 03;8300;3002;352;594;3891
4623803001 Tavernes de la Valldigna sección 03001;8825;2451;357;563;1946
4623803002 Tavernes de la Valldigna sección 03002;8677;4327;291;721;16536
4623803003 Tavernes de la Valldigna sección 03003;6381;4436;322;763;2807
4623803004 Tavernes de la Valldigna sección 03004;7946;2747;355;474;1385
4623803005 Tavernes de la Valldigna sección 03005;7026;2510;395;702;1112
4623803006 Tavernes de la Valldigna sección 03006;11101;2982;349;472;1744
08275 Tavèrnoles;14266;2860;186;408;4858
0827501 Tavèrnoles distrito 01;14266;2860;186;408;4858
0827501001 Tavèrnoles sección 01001;14266;2860;186;408;4858
08280 Tavertet;7038;4815;380;698;2790
0828001 Tavertet distrito 01;7038;4815;380;698;2790
0828001001 Tavertet sección 01001;7038;4815;380;698;2790
38045 Tazacorte;4941;2347;458;329;1552
3804501 Tazacorte distrito 01;4941;2347;458;329;1552
3804501001 Tazacorte sección 01001;4691;2775;454;450;952
3804501002 Tazacorte sección 01002;5660;2210;436;284;1643
3804501003 Tazacorte sección 01003;4468;2638;364;231;2266
3804501004 Tazacorte sección 01004;4310;2081;580;422;1102
29089 Teba;4105;2339;846;764;1127
2908901 Teba distrito 01;4105;2339;846;764;1127
2908901001 Teba sección 01001;4404;2085;846;809;1170
2908901002 Teba sección 01002;3470;3286;766;668;1720
2908901003 Teba sección 01003;4045;2121;846;756;664
16204 Tébar;4151;2710;243;336;1105
1620401 Tébar distrito 01;4151;2710;243;336;1105
1620401001 Tébar sección 01001;4151;2710;243;336;1105
38046 Tegueste;8978;2688;290;475;1973
3804601 Tegueste distrito 01;8978;2688;290;475;1973
3804601001 Tegueste sección 01001;9465;2591;308;490;1785
3804601002 Tegueste sección 01002;7615;2841;314;414;1118
3804601003 Tegueste sección 01003;8417;2630;301;471;1205
3804601004 Tegueste sección 01004;9249;2379;271;374;2880
3804601005 Tegueste sección 01005;8953;3000;278;638;2606
3804601006 Tegueste sección 01006;10843;3996;262;621;3102
3804601007 Tegueste sección 01007;8677;1658;284;437;1410
35024 Teguise;9730;1534;290;360;2448
3502401 Teguise distrito 01;9730;1534;290;360;2448
3502401001 Teguise sección 01001;8892;1885;267;399;1567
3502401002 Teguise sección 01002;8163;1965;292;305;2125
3502401003 Teguise sección 01003;8655;2281;266;426;1879
3502401004 Teguise sección 01004;10289;1640;316;487;1920
3502401005 Teguise sección 01005;11866;932;222;354;2691
3502401006 Teguise sección 01006;8797;1691;310;278;2903
3502401007 Teguise sección 01007;9830;890;308;203;3060
3502401008 Teguise sección 01008;9844;1632;318;438;2129
3502401009 Teguise sección 01009;11193;1119;329;283;3017
3502401010 Teguise sección 01010;6823;2773;321;786;3129
08281 Teià;14893;4012;229;547;5624
0828101 Teià distrito 01;14893;4012;229;547;5624
0828101001 Teià sección 01001;14219;3933;256;463;5390
0828101002 Teià sección 01002;14470;3707;216;652;5421
0828101003 Teià sección 01003;16142;4454;212;521;6122
32080 Teixeira, A;4041;5897;105;765;1360
3208001 Teixeira, A distrito 01;4041;5897;105;765;1360
3208001001 Teixeira, A sección 01001;4041;5897;105;765;1360
09378 Tejada;;;;;
0937801 Tejada distrito 01;;;;;
0937801001 Tejada sección 01001;;;;;
16205 Tejadillos;5037;3754;389;394;911
1620501 Tejadillos distrito 01;5037;3754;389;394;911
1620501001 Tejadillos sección 01001;5037;3754;389;394;911
42183 Tejado;2336;7147;71;136;6138
4218301 Tejado distrito 01;2336;7147;71;136;6138
4218301001 Tejado sección 01001;2336;7147;71;136;6138
37319 Tejado, El;;;;;
3731901 Tejado, El distrito 01;;;;;
3731901001 Tejado, El sección 01001;;;;;
35025 Tejeda;7473;3958;333;662;1929
3502501 Tejeda distrito 01;7473;3958;333;662;1929
3502501001 Tejeda sección 01001;8203;3912;336;718;2302
3502501002 Tejeda sección 01002;6322;4031;329;573;1341
10181 Tejeda de Tiétar;4143;2917;512;769;1154
1018101 Tejeda de Tiétar distrito 01;4143;2917;512;769;1154
1018101001 Tejeda de Tiétar sección 01001;4143;2917;512;769;1154
37320 Tejeda y Segoyuela;;;;;
3732001 Tejeda y Segoyuela distrito 01;;;;;
3732001001 Tejeda y Segoyuela sección 01001;;;;;
35026 Telde;7907;1967;370;560;1174
3502601 Telde distrito 01;9704;3158;255;611;2360
3502601001 Telde sección 01001;8963;3702;233;639;2935
3502601002 Telde sección 01002;9960;2697;263;731;2629
3502601003 Telde sección 01003;10121;3112;268;473;1594
