CODIGO;NUM_VIVIENDA_TURISTICA;TOTAL_PLAZAS;RATIO_PLAZA_POR_VIVIENDA_TURISTICA;PORCENTAJE_VIVIENDAS_TURISTICAS;MUN;MUN_LITERAL
4625012046;8;32;4,0;;46250;Valencia
4625013001;3;4;1,3;0,4;46250;Valencia
4625013002;4;9;2,3;0,4;46250;Valencia
4625013003;2;14;7,0;0,5;46250;Valencia
4625013004;16;62;3,9;3,3;46250;Valencia
4625013005;6;20;3,3;0,8;46250;Valencia
4625013007;4;20;5,0;0,7;46250;Valencia
4625013008;16;52;3,3;1,8;46250;Valencia
4625013009;8;28;3,5;1,9;46250;Valencia
4625013010;5;23;4,6;0,8;46250;Valencia
4625013011;9;28;3,1;1,9;46250;Valencia
4625013012;11;52;4,7;0,9;46250;Valencia
4625013013;5;21;4,2;0,7;46250;Valencia
4625013014;10;31;3,1;0,8;46250;Valencia
4625013015;9;25;2,8;1,1;46250;Valencia
4625013016;7;42;6,0;0,8;46250;Valencia
4625013017;7;21;3,0;0,8;46250;Valencia
4625013019;12;26;2,2;2,0;46250;Valencia
4625013020;3;8;2,7;0,6;46250;Valencia
4625013021;11;41;3,7;1,6;46250;Valencia
4625013022;3;6;2,0;0,4;46250;Valencia
4625013023;9;31;3,4;0,8;46250;Valencia
4625013024;8;27;3,4;0,6;46250;Valencia
4625013025;21;67;3,2;2,0;46250;Valencia
4625013026;0;0;;0,0;46250;Valencia
4625013027;11;42;3,8;0,9;46250;Valencia
4625013028;5;14;2,8;0,5;46250;Valencia
4625013029;11;39;3,5;2,2;46250;Valencia
4625013030;2;6;3,0;0,4;46250;Valencia
4625014001;4;10;2,5;0,4;46250;Valencia
4625014002;3;12;4,0;0,3;46250;Valencia
4625014003;4;13;3,3;0,7;46250;Valencia
4625014004;3;12;4,0;0,4;46250;Valencia
4625014005;8;19;2,4;1,4;46250;Valencia
4625014006;10;26;2,6;1,4;46250;Valencia
4625014007;7;13;1,9;1,0;46250;Valencia
4625014008;4;10;2,5;0,6;46250;Valencia
4625014009;3;11;3,7;0,4;46250;Valencia
4625014010;8;17;2,1;1,8;46250;Valencia
4625014011;4;5;1,3;0,7;46250;Valencia
4625014012;16;52;3,3;2,0;46250;Valencia
4625014013;4;17;4,3;0,4;46250;Valencia
4625014014;7;33;4,7;1,0;46250;Valencia
4625014015;1;1;1,0;0,1;46250;Valencia
4625014016;8;38;4,8;1,9;46250;Valencia
4625014018;3;15;5,0;0,4;46250;Valencia
4625014019;6;17;2,8;0,7;46250;Valencia
4625014020;5;19;3,8;0,5;46250;Valencia
4625014021;0;0;;0,0;46250;Valencia
4625014022;2;8;4,0;0,4;46250;Valencia
4625014023;6;20;3,3;0,9;46250;Valencia
4625014024;0;0;;0,0;46250;Valencia
4625015001;3;13;4,3;0,5;46250;Valencia
4625015002;1;5;5,0;0,2;46250;Valencia
4625015003;4;15;3,8;0,8;46250;Valencia
4625015004;4;20;5,0;0,7;46250;Valencia
4625015005;3;6;2,0;0,5;46250;Valencia
4625015006;5;25;5,0;0,9;46250;Valencia
4625015007;2;14;7,0;0,3;46250;Valencia
4625015008;1;2;2,0;0,2;46250;Valencia
4625015010;2;5;2,5;0,5;46250;Valencia
4625015011;2;8;4,0;0,5;46250;Valencia
4625015012;8;27;3,4;1,4;46250;Valencia
4625015013;3;5;1,7;0,6;46250;Valencia
4625015014;3;7;2,3;0,3;46250;Valencia
4625015015;3;5;1,7;0,4;46250;Valencia
4625015016;3;11;3,7;0,5;46250;Valencia
4625015017;3;7;2,3;0,5;46250;Valencia
4625015018;7;24;3,4;0,7;46250;Valencia
4625015019;0;0;;0,0;46250;Valencia
4625015020;1;2;2,0;0,2;46250;Valencia
4625015021;4;12;3,0;0,5;46250;Valencia
4625015022;1;1;1,0;0,2;46250;Valencia
4625015023;0;0;;0,0;46250;Valencia
4625015024;2;6;3,0;0,2;46250;Valencia
4625015025;3;9;3,0;0,6;46250;Valencia
4625015026;5;14;2,8;0,6;46250;Valencia
4625015027;6;19;3,2;1,1;46250;Valencia
4625015028;1;1;1,0;0,1;46250;Valencia
4625015029;4;7;1,8;0,9;46250;Valencia
4625015030;0;0;;0,0;46250;Valencia
4625015031;3;5;1,7;0,8;46250;Valencia
4625015032;1;2;2,0;0,4;46250;Valencia
4625015033;5;11;2,2;0,4;46250;Valencia
4625015034;7;28;4,0;0,9;46250;Valencia
4625015035;3;7;2,3;0,3;46250;Valencia
4625015036;0;0;;0,0;46250;Valencia
4625015037;6;12;2,0;0,7;46250;Valencia
4625015038;11;29;2,6;;46250;Valencia
4625016001;16;48;3,0;1,9;46250;Valencia
4625016002;2;7;3,5;0,2;46250;Valencia
4625016003;5;19;3,8;0,5;46250;Valencia
4625016004;4;15;3,8;1,0;46250;Valencia
4625016005;15;43;2,9;2,1;46250;Valencia
4625016006;12;25;2,1;1,1;46250;Valencia
4625016008;12;25;2,1;1,5;46250;Valencia
4625016009;12;24;2,0;1,9;46250;Valencia
4625016010;10;35;3,5;1,9;46250;Valencia
4625016011;1;6;6,0;0,2;46250;Valencia
4625016012;7;33;4,7;1,5;46250;Valencia
4625016013;9;18;2,0;1,3;46250;Valencia
4625016014;0;0;;0,0;46250;Valencia
4625016015;1;4;4,0;0,2;46250;Valencia
4625016016;1;2;2,0;0,1;46250;Valencia
4625016017;3;4;1,3;0,3;46250;Valencia
4625016018;0;0;;0,0;46250;Valencia
4625016019;10;29;2,9;0,7;46250;Valencia
4625016020;2;8;4,0;0,2;46250;Valencia
4625016021;6;15;2,5;0,9;46250;Valencia
4625016022;0;0;;0,0;46250;Valencia
4625016023;2;6;3,0;0,3;46250;Valencia
4625016024;0;0;;0,0;46250;Valencia
4625016025;1;2;2,0;0,2;46250;Valencia
4625016026;2;12;6,0;0,3;46250;Valencia
4625016027;0;0;;0,0;46250;Valencia
4625016028;2;11;5,5;0,3;46250;Valencia
4625016029;1;7;7,0;0,1;46250;Valencia
4625016030;0;0;;0,0;46250;Valencia
4625017001;1;7;7,0;0,1;46250;Valencia
4625017002;4;14;3,5;0,9;46250;Valencia
4625017003;2;14;7,0;0,3;46250;Valencia
4625017006;2;4;2,0;0,2;46250;Valencia
4625017007;0;0;;0,0;46250;Valencia
4625018001;1;2;2,0;0,2;46250;Valencia
4625018002;0;0;;0,0;46250;Valencia
4625018003;3;5;1,7;0,3;46250;Valencia
4625018004;9;39;4,3;0,8;46250;Valencia
4625018005;5;18;3,6;0,6;46250;Valencia
4625018006;2;10;5,0;0,3;46250;Valencia
4625018007;4;14;3,5;0,3;46250;Valencia
4625018008;11;60;5,5;1,1;46250;Valencia
4625018009;4;13;3,3;0,9;46250;Valencia
4625018010;1;5;5,0;0,2;46250;Valencia
4625019001;0;0;;0,0;46250;Valencia
4625019002;2;2;1,0;0,5;46250;Valencia
4625019003;0;0;;0,0;46250;Valencia
4625019004;1;2;2,0;0,1;46250;Valencia
4625019005;0;0;;0,0;46250;Valencia
4625019006;3;18;6,0;0,3;46250;Valencia
4625019007;9;46;5,1;2,8;46250;Valencia
4625019008;42;213;5,1;1,3;46250;Valencia
4625019009;2;5;2,5;0,4;46250;Valencia
4625019011;2;4;2,0;0,3;46250;Valencia
4625019012;9;39;4,3;1,1;46250;Valencia
4625019013;2;3;1,5;0,2;46250;Valencia
4625019014;2;16;8,0;0,3;46250;Valencia
4625019015;0;0;;0,0;46250;Valencia
4625019016;59;358;6,1;0,8;46250;Valencia
4625101001;1;9;9,0;0,1;46251;Vallada
4625101002;7;32;4,6;0,6;46251;Vallada
4625201001;1;5;5,0;0,3;46252;Vallanca
4625301001;0;0;;0,0;46253;Vallés
4625401001;3;26;8,7;0,2;46254;Venta del Moro
4625501001;9;59;6,6;0,8;46255;Villalonga
4625501002;4;36;9,0;0,6;46255;Villalonga
4625501003;4;35;8,8;0,4;46255;Villalonga
4625601001;0;0;;0,0;46256;Vilamarxant
4625601002;0;0;;0,0;46256;Vilamarxant
4625601003;17;61;3,6;1,1;46256;Vilamarxant
4625601004;12;86;7,2;0,8;46256;Vilamarxant
4625701001;2;24;12,0;0,2;46257;Villanueva de Castellón
4625701002;1;14;14,0;0,1;46257;Villanueva de Castellón
4625701003;0;0;;0,0;46257;Villanueva de Castellón
4625701004;1;12;12,0;0,1;46257;Villanueva de Castellón
4625801001;0;0;;0,0;46258;Villar del Arzobispo
4625801002;1;6;6,0;0,1;46258;Villar del Arzobispo
4625901001;0;0;;0,0;46259;Villargordo del Cabriel
4626001001;0;0;;0,0;46260;Vinalesa
4626001002;1;5;5,0;0,2;46260;Vinalesa
4626101001;4;22;5,5;0,2;46261;Yátova
4626201001;2;11;5,5;0,5;46262;Yesa, La
4626301001;7;52;7,4;1,9;46263;Zarra
4690201001;4;11;2,8;0,5;46902;Gátova
4690301001;3;12;4,0;0,2;46903;San Antonio de Benagéber
4690301002;2;11;5,5;0,2;46903;San Antonio de Benagéber
4690301003;5;25;5,0;0,7;46903;San Antonio de Benagéber
4690401001;3;16;5,3;0,6;46904;Benicull de Xúquer
