CODIGO;NUM_VIVIENDA_TURISTICA;TOTAL_PLAZAS;RATIO_PLAZA_POR_VIVIENDA_TURISTICA;PORCENTAJE_VIVIENDAS_TURISTICAS;MUN;MUN_LITERAL
4623401001;0;0;;0,0;46234;Sot de Chera
4623501001;0;0;;0,0;46235;Sueca
4623501002;0;0;;0,0;46235;Sueca
4623501003;0;0;;0,0;46235;Sueca
4623501004;62;364;5,9;0,8;46235;Sueca
4623502001;1;2;2,0;0,2;46235;Sueca
4623502002;0;0;;0,0;46235;Sueca
4623502003;1;6;6,0;0,1;46235;Sueca
4623502004;55;313;5,7;1,0;46235;Sueca
4623503001;0;0;;0,0;46235;Sueca
4623503002;0;0;;0,0;46235;Sueca
4623503003;0;0;;0,0;46235;Sueca
4623503004;1;6;6,0;0,1;46235;Sueca
4623504001;1;4;4,0;0,1;46235;Sueca
4623504002;0;0;;0,0;46235;Sueca
4623504003;1;4;4,0;0,1;46235;Sueca
4623504004;0;0;;0,0;46235;Sueca
4623601001;3;26;8,7;0,4;46236;Sumacàrcer
4623701001;1;1;1,0;0,2;46237;Tavernes Blanques
4623701002;2;3;1,5;0,7;46237;Tavernes Blanques
4623701003;0;0;;0,0;46237;Tavernes Blanques
4623701004;0;0;;0,0;46237;Tavernes Blanques
4623701005;1;2;2,0;0,2;46237;Tavernes Blanques
4623701006;0;0;;0,0;46237;Tavernes Blanques
4623701007;2;6;3,0;0,3;46237;Tavernes Blanques
4623701008;0;0;;0,0;46237;Tavernes Blanques
4623701009;1;2;2,0;0,3;46237;Tavernes Blanques
4623801001;0;0;;0,0;46238;Tavernes de la Valldigna
4623801002;1;5;5,0;0,2;46238;Tavernes de la Valldigna
4623801003;1;6;6,0;0,3;46238;Tavernes de la Valldigna
4623801004;0;0;;0,0;46238;Tavernes de la Valldigna
4623801005;0;0;;0,0;46238;Tavernes de la Valldigna
4623802001;1;7;7,0;0,1;46238;Tavernes de la Valldigna
4623802002;0;0;;0,0;46238;Tavernes de la Valldigna
4623802003;0;0;;0,0;46238;Tavernes de la Valldigna
4623803001;2;13;6,5;0,2;46238;Tavernes de la Valldigna
4623803002;20;109;5,5;1,7;46238;Tavernes de la Valldigna
4623803003;0;0;;0,0;46238;Tavernes de la Valldigna
4623803004;2;13;6,5;0,2;46238;Tavernes de la Valldigna
4623803005;1;4;4,0;0,1;46238;Tavernes de la Valldigna
4623803006;69;361;5,2;1,1;46238;Tavernes de la Valldigna
4623901001;3;14;4,7;0,4;46239;Teresa de Cofrentes
4624001001;0;0;;0,0;46240;Terrateig
4624101001;0;0;;0,0;46241;Titaguas
4624201001;0;0;;0,0;46242;Torrebaja
4624301001;0;0;;0,0;46243;Torrella
4624401001;1;1;1,0;0,2;46244;Torrent
4624401002;0;0;;0,0;46244;Torrent
4624401003;1;2;2,0;0,1;46244;Torrent
4624401004;0;0;;0,0;46244;Torrent
4624401005;1;7;7,0;0,2;46244;Torrent
4624401006;2;4;2,0;0,4;46244;Torrent
4624401007;0;0;;0,0;46244;Torrent
4624401008;1;8;8,0;0,2;46244;Torrent
4624401010;2;5;2,5;0,2;46244;Torrent
4624401011;2;4;2,0;0,2;46244;Torrent
4624401012;0;0;;0,0;46244;Torrent
4624401013;0;0;;0,0;46244;Torrent
4624401014;1;2;2,0;0,3;46244;Torrent
4624402001;0;0;;0,0;46244;Torrent
4624402002;0;0;;0,0;46244;Torrent
4624402004;2;3;1,5;0,4;46244;Torrent
4624402005;1;3;3,0;0,2;46244;Torrent
4624402006;1;1;1,0;0,1;46244;Torrent
4624402007;0;0;;0,0;46244;Torrent
4624403001;0;0;;0,0;46244;Torrent
4624403002;0;0;;0,0;46244;Torrent
4624403003;1;1;1,0;0,2;46244;Torrent
4624403004;1;1;1,0;0,1;46244;Torrent
4624403005;0;0;;0,0;46244;Torrent
4624403006;0;0;;0,0;46244;Torrent
4624403007;0;0;;0,0;46244;Torrent
4624403008;0;0;;0,0;46244;Torrent
4624403009;0;0;;0,0;46244;Torrent
4624403010;1;1;1,0;0,1;46244;Torrent
4624403011;0;0;;0,0;46244;Torrent
4624403012;1;1;1,0;0,3;46244;Torrent
4624403013;1;2;2,0;0,1;46244;Torrent
4624403014;0;0;;0,0;46244;Torrent
4624403015;0;0;;0,0;46244;Torrent
4624403016;2;3;1,5;0,3;46244;Torrent
4624403017;0;0;;0,0;46244;Torrent
4624403018;0;0;;0,0;46244;Torrent
4624403019;2;4;2,0;0,2;46244;Torrent
4624403020;0;0;;0,0;46244;Torrent
4624403021;0;0;;0,0;46244;Torrent
4624403023;0;0;;0,0;46244;Torrent
4624403024;0;0;;0,0;46244;Torrent
4624403025;1;2;2,0;0,1;46244;Torrent
4624403026;1;8;8,0;0,2;46244;Torrent
4624404001;2;15;7,5;0,4;46244;Torrent
4624404002;11;71;6,5;0,3;46244;Torrent
4624404003;2;12;6,0;0,3;46244;Torrent
4624404004;0;0;;0,0;46244;Torrent
4624404005;0;0;;0,0;46244;Torrent
4624404006;9;40;4,4;0,6;46244;Torrent
4624404007;0;0;;0,0;46244;Torrent
4624404008;0;0;;0,0;46244;Torrent
4624404009;1;7;7,0;0,0;46244;Torrent
4624501001;11;55;5,0;1,7;46245;Torres Torres
4624601001;1;6;6,0;0,1;46246;Tous
4624701001;2;10;5,0;0,2;46247;Tuéjar
4624801001;10;65;6,5;0,7;46248;Turís
4624801002;3;8;2,7;0,6;46248;Turís
4624802001;2;19;9,5;0,2;46248;Turís
4624802002;14;79;5,6;1,7;46248;Turís
4624901001;0;0;;0,0;46249;Utiel
4624901002;0;0;;0,0;46249;Utiel
4624902001;0;0;;0,0;46249;Utiel
4624902002;0;0;;0,0;46249;Utiel
4624902003;0;0;;0,0;46249;Utiel
4624903001;0;0;;0,0;46249;Utiel
4624903002;0;0;;0,0;46249;Utiel
4624903003;1;6;6,0;0,1;46249;Utiel
4624904002;1;8;8,0;0,1;46249;Utiel
4625001001;71;254;3,6;12,7;46250;Valencia
4625001002;77;278;3,6;7,9;46250;Valencia
4625001003;28;108;3,9;3,5;46250;Valencia
4625001005;31;155;5,0;4,0;46250;Valencia
4625001007;37;175;4,7;7,0;46250;Valencia
4625001008;28;100;3,6;3,2;46250;Valencia
4625001009;14;51;3,6;2,8;46250;Valencia
4625001010;64;245;3,8;11,5;46250;Valencia
4625001011;90;319;3,5;9,6;46250;Valencia
4625001012;35;137;3,9;5,2;46250;Valencia
4625001013;15;51;3,4;2,9;46250;Valencia
4625001014;43;151;3,5;4,9;46250;Valencia
4625001017;17;68;4,0;4,1;46250;Valencia
4625001018;26;141;5,4;4,1;46250;Valencia
4625001019;91;372;4,1;6,8;46250;Valencia
4625001022;32;117;3,7;3,6;46250;Valencia
4625001023;25;91;3,6;3,5;46250;Valencia
4625001024;103;406;3,9;18,6;46250;Valencia
4625001025;88;303;3,4;15,7;46250;Valencia
4625001026;106;516;4,9;9,0;46250;Valencia
4625001028;81;323;4,0;15,6;46250;Valencia
4625001030;30;126;4,2;6,7;46250;Valencia
4625001031;37;144;3,9;4,1;46250;Valencia
4625001032;59;224;3,8;5,8;46250;Valencia
4625001034;64;288;4,5;6,5;46250;Valencia
4625002001;13;60;4,6;2,5;46250;Valencia
4625002003;18;104;5,8;2,9;46250;Valencia
4625002004;10;29;2,9;1,3;46250;Valencia
4625002006;16;70;4,4;2,4;46250;Valencia
4625002008;25;85;3,4;3,0;46250;Valencia
4625002009;24;81;3,4;4,0;46250;Valencia
4625002010;7;22;3,1;1,6;46250;Valencia
4625002013;33;120;3,6;4,6;46250;Valencia
4625002014;13;55;4,2;2,9;46250;Valencia
4625002015;44;171;3,9;5,9;46250;Valencia
4625002016;47;193;4,1;4,8;46250;Valencia
4625002018;17;52;3,1;4,4;46250;Valencia
4625002019;35;120;3,4;4,8;46250;Valencia
4625002020;9;30;3,3;2,0;46250;Valencia
4625002021;13;34;2,6;3,4;46250;Valencia
4625002022;10;41;4,1;1,5;46250;Valencia
4625002023;8;30;3,8;1,2;46250;Valencia
4625002024;10;31;3,1;2,0;46250;Valencia
4625002025;12;41;3,4;2,6;46250;Valencia
4625002026;22;64;2,9;3,1;46250;Valencia
4625002030;25;109;4,4;5,1;46250;Valencia
4625002031;20;74;3,7;2,9;46250;Valencia
4625002032;22;86;3,9;4,6;46250;Valencia
4625002033;28;161;5,8;3,8;46250;Valencia
4625002035;17;68;4,0;4,2;46250;Valencia
4625002036;2;10;5,0;0,5;46250;Valencia
4625002037;8;26;3,3;1,1;46250;Valencia
4625002039;3;5;1,7;1,1;46250;Valencia
4625002040;4;16;4,0;0,9;46250;Valencia
4625002041;12;53;4,4;4,0;46250;Valencia
4625002042;7;18;2,6;1,2;46250;Valencia
4625002043;4;14;3,5;1,0;46250;Valencia
4625002044;8;31;3,9;1,7;46250;Valencia
4625002045;2;3;1,5;0,4;46250;Valencia
4625002046;6;25;4,2;1,8;46250;Valencia
4625002047;4;29;7,3;1,0;46250;Valencia
4625002050;10;35;3,5;2,0;46250;Valencia
4625002051;4;15;3,8;0,7;46250;Valencia
4625002053;8;21;2,6;1,7;46250;Valencia
4625002054;4;11;2,8;1,1;46250;Valencia
4625002055;3;7;2,3;0,5;46250;Valencia
4625002057;4;15;3,8;1,0;46250;Valencia
4625003001;2;2;1,0;0,5;46250;Valencia
4625003002;26;99;3,8;2,3;46250;Valencia
4625003004;33;118;3,6;2,6;46250;Valencia
4625003007;23;87;3,8;4,4;46250;Valencia
4625003008;25;79;3,2;3,5;46250;Valencia
4625003010;55;222;4,0;4,7;46250;Valencia
4625003013;19;70;3,7;2,8;46250;Valencia
4625003014;9;33;3,7;2,0;46250;Valencia
4625003015;18;75;4,2;2,1;46250;Valencia
4625003017;14;44;3,1;1,3;46250;Valencia
4625003018;14;52;3,7;2,0;46250;Valencia
4625003019;8;18;2,3;1,2;46250;Valencia
4625003020;4;18;4,5;0,6;46250;Valencia
4625003021;11;31;2,8;1,1;46250;Valencia
4625003023;8;29;3,6;1,0;46250;Valencia
4625003025;3;15;5,0;0,5;46250;Valencia
4625003026;3;12;4,0;0,4;46250;Valencia
4625003027;2;11;5,5;0,8;46250;Valencia
4625003028;3;11;3,7;0,4;46250;Valencia
4625003029;4;15;3,8;0,6;46250;Valencia
4625003030;13;37;2,8;2,1;46250;Valencia
4625003032;5;14;2,8;1,1;46250;Valencia
4625003033;19;64;3,4;3,7;46250;Valencia
4625003034;5;21;4,2;0,8;46250;Valencia
4625003035;11;38;3,5;1,2;46250;Valencia
4625003036;14;64;4,6;1,8;46250;Valencia
4625003037;8;28;3,5;1,2;46250;Valencia
4625003038;3;12;4,0;0,9;46250;Valencia
4625003040;16;49;3,1;3,7;46250;Valencia
4625003041;16;44;2,8;1,4;46250;Valencia
4625003044;9;38;4,2;1,0;46250;Valencia
4625003046;9;41;4,6;2,4;46250;Valencia
4625003047;17;53;3,1;2,2;46250;Valencia
4625003048;13;53;4,1;1,4;46250;Valencia
4625003049;11;34;3,1;1,8;46250;Valencia
4625003050;3;8;2,7;0,4;46250;Valencia
4625003052;14;51;3,6;1,2;46250;Valencia
4625003053;10;44;4,4;1,9;46250;Valencia
4625003055;7;21;3,0;1,8;46250;Valencia
4625004001;22;88;4,0;2,8;46250;Valencia
4625004002;3;16;5,3;0,6;46250;Valencia
4625004003;3;8;2,7;0,4;46250;Valencia
4625004004;0;0;;0,0;46250;Valencia
4625004005;1;3;3,0;0,2;46250;Valencia
4625004006;2;7;3,5;0,3;46250;Valencia
4625004007;11;46;4,2;1,4;46250;Valencia
4625004008;7;33;4,7;1,2;46250;Valencia
4625004009;1;6;6,0;0,2;46250;Valencia
4625004010;3;7;2,3;0,6;46250;Valencia
4625004011;7;24;3,4;1,3;46250;Valencia
4625004012;4;14;3,5;0,4;46250;Valencia
4625004014;2;5;2,5;0,5;46250;Valencia
4625004015;0;0;;0,0;46250;Valencia
4625004016;2;5;2,5;0,3;46250;Valencia
4625004017;1;7;7,0;0,1;46250;Valencia
4625004018;8;24;3,0;0,5;46250;Valencia
4625004019;7;24;3,4;0,7;46250;Valencia
4625004020;3;10;3,3;0,5;46250;Valencia
4625004021;7;36;5,1;0,7;46250;Valencia
4625004022;4;13;3,3;0,8;46250;Valencia
4625004023;0;0;;0,0;46250;Valencia
4625004024;7;26;3,7;0,5;46250;Valencia
4625004025;11;35;3,2;0,9;46250;Valencia
4625004026;5;19;3,8;1,1;46250;Valencia
4625005001;7;22;3,1;1,1;46250;Valencia
4625005002;6;35;5,8;1,3;46250;Valencia
4625005003;13;41;3,2;2,6;46250;Valencia
4625005004;5;11;2,2;0,7;46250;Valencia
4625005005;3;14;4,7;0,5;46250;Valencia
4625005006;4;8;2,0;0,6;46250;Valencia
4625005007;6;18;3,0;1,1;46250;Valencia
4625005008;8;34;4,3;0,9;46250;Valencia
4625005009;3;11;3,7;0,7;46250;Valencia
4625005010;2;8;4,0;0,3;46250;Valencia
4625005011;22;89;4,0;2,7;46250;Valencia
4625005013;18;52;2,9;2,9;46250;Valencia
4625005014;8;34;4,3;1,6;46250;Valencia
4625005015;16;52;3,3;2,2;46250;Valencia
4625005016;8;26;3,3;1,3;46250;Valencia
4625005017;20;78;3,9;4,0;46250;Valencia
4625005018;4;13;3,3;0,8;46250;Valencia
4625005019;4;15;3,8;0,5;46250;Valencia
4625005021;10;35;3,5;0,8;46250;Valencia
4625005022;9;24;2,7;0,8;46250;Valencia
4625005025;14;42;3,0;3,1;46250;Valencia
4625005026;7;33;4,7;0,8;46250;Valencia
4625005027;4;7;1,8;0,4;46250;Valencia
4625005028;14;35;2,5;2,3;46250;Valencia
4625005029;8;32;4,0;1,4;46250;Valencia
4625005031;6;25;4,2;0,9;46250;Valencia
4625005033;6;27;4,5;0,7;46250;Valencia
4625005034;3;10;3,3;0,4;46250;Valencia
4625005036;6;20;3,3;1,0;46250;Valencia
4625005037;3;11;3,7;0,8;46250;Valencia
4625005038;4;7;1,8;0,6;46250;Valencia
4625005039;2;9;4,5;0,3;46250;Valencia
4625005040;5;19;3,8;0,6;46250;Valencia
4625005041;2;7;3,5;0,2;46250;Valencia
4625005042;5;10;2,0;0,7;46250;Valencia
4625005043;3;4;1,3;0,3;46250;Valencia
4625006001;0;0;;0,0;46250;Valencia
4625006002;7;19;2,7;1,0;46250;Valencia
4625006003;8;32;4,0;2,2;46250;Valencia
4625006004;2;12;6,0;0,5;46250;Valencia
4625006005;3;15;5,0;0,5;46250;Valencia
4625006006;1;2;2,0;0,2;46250;Valencia
4625006007;9;32;3,6;0,9;46250;Valencia
4625006008;21;95;4,5;2,0;46250;Valencia
4625006009;16;40;2,5;2,0;46250;Valencia
4625006011;8;12;1,5;1,7;46250;Valencia
4625006012;7;38;5,4;1,3;46250;Valencia
4625006013;3;8;2,7;0,5;46250;Valencia
4625006014;15;46;3,1;1,8;46250;Valencia
4625006015;13;54;4,2;1,2;46250;Valencia
4625006016;3;8;2,7;0,7;46250;Valencia
4625006017;2;6;3,0;0,4;46250;Valencia
4625006018;1;1;1,0;0,3;46250;Valencia
4625006019;7;22;3,1;1,3;46250;Valencia
4625006020;2;6;3,0;0,8;46250;Valencia
4625006021;2;6;3,0;0,4;46250;Valencia
4625006022;1;2;2,0;0,2;46250;Valencia
4625006023;5;16;3,2;0,8;46250;Valencia
4625006024;4;11;2,8;0,4;46250;Valencia
4625006026;11;42;3,8;1,2;46250;Valencia
4625006027;2;11;5,5;0,3;46250;Valencia
4625007001;8;32;4,0;1,1;46250;Valencia
4625007002;8;19;2,4;0,8;46250;Valencia
4625007003;8;19;2,4;1,0;46250;Valencia
4625007004;3;7;2,3;0,5;46250;Valencia
4625007005;4;13;3,3;0,7;46250;Valencia
4625007006;1;1;1,0;0,2;46250;Valencia
4625007007;6;21;3,5;1,0;46250;Valencia
4625007008;5;14;2,8;1,0;46250;Valencia
4625007009;15;50;3,3;2,3;46250;Valencia
4625007010;7;19;2,7;1,0;46250;Valencia
4625007012;7;25;3,6;1,1;46250;Valencia
4625007013;1;6;6,0;0,3;46250;Valencia
4625007014;2;8;4,0;0,4;46250;Valencia
4625007015;1;4;4,0;0,3;46250;Valencia
4625007016;1;5;5,0;0,1;46250;Valencia
4625007017;8;23;2,9;0,6;46250;Valencia
4625007018;9;29;3,2;1,1;46250;Valencia
4625007019;6;16;2,7;0,6;46250;Valencia
4625007020;9;33;3,7;0,9;46250;Valencia
4625007021;5;19;3,8;0,6;46250;Valencia
4625007022;7;26;3,7;0,8;46250;Valencia
4625007023;2;6;3,0;0,4;46250;Valencia
4625007024;2;7;3,5;0,3;46250;Valencia
4625007025;12;40;3,3;2,3;46250;Valencia
4625007026;1;6;6,0;0,2;46250;Valencia
4625007027;2;5;2,5;0,3;46250;Valencia
4625007029;2;11;5,5;0,2;46250;Valencia
4625007030;9;40;4,4;0,9;46250;Valencia
4625007031;4;18;4,5;0,7;46250;Valencia
4625007032;3;7;2,3;0,5;46250;Valencia
4625007036;1;1;1,0;0,1;46250;Valencia
4625007037;7;26;3,7;0,8;46250;Valencia
4625007039;0;0;;0,0;46250;Valencia
4625007040;11;41;3,7;2,0;46250;Valencia
4625007041;3;7;2,3;0,6;46250;Valencia
4625007042;2;7;3,5;0,2;46250;Valencia
4625008001;0;0;;0,0;46250;Valencia
4625008002;7;15;2,1;2,0;46250;Valencia
4625008003;4;11;2,8;0,9;46250;Valencia
4625008004;3;11;3,7;0,4;46250;Valencia
4625008005;1;5;5,0;0,2;46250;Valencia
4625008006;6;19;3,2;1,3;46250;Valencia
4625008007;4;14;3,5;1,0;46250;Valencia
4625008008;4;18;4,5;0,8;46250;Valencia
4625008009;3;5;1,7;0,8;46250;Valencia
4625008010;5;11;2,2;0,5;46250;Valencia
4625008012;3;6;2,0;0,5;46250;Valencia
4625008013;3;12;4,0;0,3;46250;Valencia
4625008014;3;7;2,3;0,3;46250;Valencia
4625008015;6;15;2,5;1,0;46250;Valencia
4625008016;5;18;3,6;0,9;46250;Valencia
4625008017;2;7;3,5;0,5;46250;Valencia
4625008018;6;14;2,3;0,6;46250;Valencia
4625008019;0;0;;0,0;46250;Valencia
4625008020;0;0;;0,0;46250;Valencia
4625008021;0;0;;0,0;46250;Valencia
4625008022;2;5;2,5;0,3;46250;Valencia
4625008023;0;0;;0,0;46250;Valencia
4625008024;18;74;4,1;3,6;46250;Valencia
4625008025;0;0;;0,0;46250;Valencia
4625008026;1;6;6,0;0,1;46250;Valencia
4625008027;4;15;3,8;0,7;46250;Valencia
4625008028;0;0;;0,0;46250;Valencia
4625008029;1;2;2,0;0,2;46250;Valencia
4625008030;1;2;2,0;0,2;46250;Valencia
4625008031;3;6;2,0;0,4;46250;Valencia
4625008032;2;5;2,5;0,2;46250;Valencia
4625008033;5;29;5,8;0,9;46250;Valencia
4625008034;0;0;;0,0;46250;Valencia
4625008035;0;0;;0,0;46250;Valencia
4625008036;1;1;1,0;0,2;46250;Valencia
4625008037;0;0;;0,0;46250;Valencia
4625008038;0;0;;0,0;46250;Valencia
4625008039;0;0;;0,0;46250;Valencia
4625008040;2;2;1,0;0,3;46250;Valencia
4625008041;2;4;2,0;0,4;46250;Valencia
4625008042;0;0;;0,0;46250;Valencia
4625009001;6;21;3,5;1,0;46250;Valencia
4625009002;3;11;3,7;0,5;46250;Valencia
4625009003;6;30;5,0;1,1;46250;Valencia
4625009004;13;61;4,7;3,7;46250;Valencia
4625009005;9;31;3,4;0,9;46250;Valencia
4625009007;1;2;2,0;0,2;46250;Valencia
4625009008;5;17;3,4;1,2;46250;Valencia
4625009009;3;13;4,3;0,3;46250;Valencia
4625009010;4;16;4,0;0,7;46250;Valencia
4625009012;2;6;3,0;0,3;46250;Valencia
4625009013;5;19;3,8;0,6;46250;Valencia
4625009015;2;10;5,0;0,4;46250;Valencia
4625009016;4;17;4,3;0,5;46250;Valencia
4625009017;0;0;;0,0;46250;Valencia
4625009018;1;2;2,0;0,1;46250;Valencia
4625009019;2;6;3,0;0,4;46250;Valencia
4625009020;1;3;3,0;0,2;46250;Valencia
4625009021;0;0;;0,0;46250;Valencia
4625009022;5;21;4,2;0,9;46250;Valencia
4625009023;3;4;1,3;0,6;46250;Valencia
4625009024;3;5;1,7;0,7;46250;Valencia
4625009025;6;22;3,7;0,8;46250;Valencia
4625009026;3;11;3,7;0,3;46250;Valencia
4625009028;3;5;1,7;0,4;46250;Valencia
4625009029;1;2;2,0;0,2;46250;Valencia
4625009030;4;16;4,0;0,4;46250;Valencia
4625009031;0;0;;0,0;46250;Valencia
4625009032;0;0;;0,0;46250;Valencia
4625009033;1;3;3,0;0,2;46250;Valencia
4625009034;0;0;;0,0;46250;Valencia
4625009035;0;0;;0,0;46250;Valencia
4625009036;0;0;;0,0;46250;Valencia
4625009037;0;0;;0,0;46250;Valencia
4625009038;8;17;2,1;0,8;46250;Valencia
4625009039;6;15;2,5;1,0;46250;Valencia
4625009040;0;0;;0,0;46250;Valencia
4625009041;10;43;4,3;1,5;46250;Valencia
4625009042;0;0;;0,0;46250;Valencia
4625010001;19;78;4,1;1,7;46250;Valencia
4625010002;12;47;3,9;1,5;46250;Valencia
4625010003;19;63;3,3;2,2;46250;Valencia
4625010004;9;31;3,4;1,5;46250;Valencia
4625010005;5;17;3,4;0,7;46250;Valencia
4625010006;10;41;4,1;1,2;46250;Valencia
4625010007;16;53;3,3;2,0;46250;Valencia
4625010008;8;27;3,4;0,9;46250;Valencia
4625010009;3;11;3,7;0,6;46250;Valencia
4625010010;8;30;3,8;1,6;46250;Valencia
4625010011;5;19;3,8;0,8;46250;Valencia
4625010012;3;10;3,3;0,6;46250;Valencia
4625010013;39;149;3,8;3,4;46250;Valencia
4625010014;6;19;3,2;1,1;46250;Valencia
4625010015;7;23;3,3;1,2;46250;Valencia
4625010016;13;43;3,3;1,6;46250;Valencia
4625010017;10;29;2,9;1,4;46250;Valencia
4625010018;11;51;4,6;1,4;46250;Valencia
4625010019;24;59;2,5;3,2;46250;Valencia
4625010021;11;25;2,3;1,4;46250;Valencia
4625010022;6;14;2,3;0,5;46250;Valencia
4625010023;0;0;;0,0;46250;Valencia
4625010024;3;10;3,3;0,3;46250;Valencia
4625010025;1;2;2,0;0,2;46250;Valencia
4625010026;5;12;2,4;0,6;46250;Valencia
4625010027;0;0;;0,0;46250;Valencia
4625010028;1;2;2,0;0,1;46250;Valencia
4625010029;0;0;;0,0;46250;Valencia
4625010030;6;16;2,7;1,3;46250;Valencia
4625010031;0;0;;0,0;46250;Valencia
4625010032;5;26;5,2;0,7;46250;Valencia
4625010033;0;0;;0,0;46250;Valencia
4625010034;2;16;8,0;0,4;46250;Valencia
4625010035;6;18;3,0;1,1;46250;Valencia
4625010036;12;34;2,8;2,8;46250;Valencia
4625010037;11;46;4,2;2,8;46250;Valencia
4625010039;1;4;4,0;0,1;46250;Valencia
4625010040;22;96;4,4;1,9;46250;Valencia
4625010041;12;31;2,6;2,3;46250;Valencia
4625010043;1;2;2,0;0,2;46250;Valencia
4625010044;2;7;3,5;0,4;46250;Valencia
4625010045;2;6;3,0;0,4;46250;Valencia
4625010046;3;4;1,3;0,5;46250;Valencia
4625010047;0;0;;0,0;46250;Valencia
4625010048;3;5;1,7;0,5;46250;Valencia
4625010049;0;0;;0,0;46250;Valencia
4625010050;5;16;3,2;0,8;46250;Valencia
4625010051;4;5;1,3;0,7;46250;Valencia
4625010052;6;27;4,5;0,6;46250;Valencia
4625010053;25;83;3,3;1,8;46250;Valencia
4625010054;15;63;4,2;1,6;46250;Valencia
4625011001;19;78;4,1;2,9;46250;Valencia
4625011002;27;88;3,3;3,4;46250;Valencia
4625011003;25;89;3,6;6,3;46250;Valencia
4625011004;21;88;4,2;3,5;46250;Valencia
4625011005;23;104;4,5;2,3;46250;Valencia
4625011006;35;135;3,9;6,2;46250;Valencia
4625011008;9;36;4,0;1,9;46250;Valencia
4625011009;26;100;3,8;2,7;46250;Valencia
4625011010;57;226;4,0;5,1;46250;Valencia
4625011011;46;208;4,5;4,5;46250;Valencia
4625011012;45;198;4,4;10,2;46250;Valencia
4625011013;39;218;5,6;7,8;46250;Valencia
4625011015;22;89;4,0;3,7;46250;Valencia
4625011017;32;124;3,9;5,4;46250;Valencia
4625011018;19;76;4,0;3,9;46250;Valencia
4625011019;49;273;5,6;5,6;46250;Valencia
4625011021;38;163;4,3;3,8;46250;Valencia
4625011022;58;228;3,9;7,7;46250;Valencia
4625011024;38;144;3,8;4,8;46250;Valencia
4625011026;9;42;4,7;1,9;46250;Valencia
4625011027;11;43;3,9;2,1;46250;Valencia
4625011028;9;36;4,0;2,8;46250;Valencia
4625011029;16;64;4,0;4,3;46250;Valencia
4625011030;31;138;4,5;3,6;46250;Valencia
4625011031;32;118;3,7;4,9;46250;Valencia
4625011032;11;42;3,8;3,3;46250;Valencia
4625011033;17;74;4,4;2,3;46250;Valencia
4625011034;21;92;4,4;2,4;46250;Valencia
4625011035;23;115;5,0;3,9;46250;Valencia
4625011036;11;33;3,0;2,7;46250;Valencia
4625011037;13;58;4,5;2,1;46250;Valencia
4625011038;64;359;5,6;8,1;46250;Valencia
4625011039;23;109;4,7;3,0;46250;Valencia
4625011040;14;41;2,9;2,3;46250;Valencia
4625011041;8;50;6,3;0,6;46250;Valencia
4625011042;21;92;4,4;3,1;46250;Valencia
4625011044;4;12;3,0;0,7;46250;Valencia
4625011045;7;21;3,0;2,1;46250;Valencia
4625011046;11;47;4,3;1,8;46250;Valencia
4625011047;7;19;2,7;0,6;46250;Valencia
4625011048;1;6;6,0;0,2;46250;Valencia
4625011050;12;58;4,8;1,8;46250;Valencia
4625011051;4;22;5,5;0,7;46250;Valencia
4625011052;5;22;4,4;0,5;46250;Valencia
4625011053;14;47;3,4;1,9;46250;Valencia
4625011054;7;14;2,0;1,6;46250;Valencia
4625012001;13;39;3,0;1,9;46250;Valencia
4625012002;4;8;2,0;0,7;46250;Valencia
4625012003;5;18;3,6;0,5;46250;Valencia
4625012005;5;17;3,4;1,3;46250;Valencia
4625012006;7;17;2,4;1,2;46250;Valencia
4625012008;12;29;2,4;2,0;46250;Valencia
4625012009;7;26;3,7;1,2;46250;Valencia
4625012010;25;95;3,8;3,8;46250;Valencia
4625012011;4;14;3,5;0,7;46250;Valencia
4625012012;16;54;3,4;1,8;46250;Valencia
4625012013;11;40;3,6;1,2;46250;Valencia
4625012014;12;39;3,3;1,7;46250;Valencia
4625012015;10;34;3,4;1,4;46250;Valencia
4625012016;21;87;4,1;3,0;46250;Valencia
4625012018;13;63;4,8;1,5;46250;Valencia
4625012019;8;21;2,6;1,0;46250;Valencia
4625012020;6;24;4,0;1,0;46250;Valencia
4625012021;14;53;3,8;4,1;46250;Valencia
4625012023;17;58;3,4;3,3;46250;Valencia
4625012024;2;8;4,0;0,2;46250;Valencia
4625012025;7;25;3,6;0,6;46250;Valencia
4625012026;3;12;4,0;0,4;46250;Valencia
4625012027;4;11;2,8;0,8;46250;Valencia
4625012028;14;59;4,2;1,4;46250;Valencia
4625012029;9;28;3,1;1,6;46250;Valencia
4625012030;11;41;3,7;1,6;46250;Valencia
4625012031;9;45;5,0;1,5;46250;Valencia
4625012032;15;63;4,2;3,4;46250;Valencia
4625012033;9;32;3,6;1,4;46250;Valencia
4625012034;7;32;4,6;1,1;46250;Valencia
4625012035;9;33;3,7;1,2;46250;Valencia
4625012036;13;39;3,0;1,0;46250;Valencia
4625012037;21;92;4,4;1,9;46250;Valencia
4625012038;7;26;3,7;0,9;46250;Valencia
4625012039;4;16;4,0;0,5;46250;Valencia
4625012040;13;37;2,8;1,8;46250;Valencia
4625012041;19;90;4,7;1,1;46250;Valencia
4625012042;24;103;4,3;1,8;46250;Valencia
4625012043;13;38;2,9;2,5;46250;Valencia
4625012044;11;39;3,5;1,6;46250;Valencia
4625012045;7;18;2,6;0,9;46250;Valencia
